stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_train
scene0350_00-trash_can-3-41-8-24,"the trash can that is off by itself, IGNORE the two trash cans next to each other",True,289,595,scene0350_00,trash can,41,"['the', 'trash', 'can', 'that', 'is', 'off', 'by', 'itself', 'ignore', 'the', 'two', 'trash', 'cans', 'next', 'to', 'each', 'other']",nr3d,True,True,True,False,False,True
scene0330_00-coffee_table-4-5-3-16-17,table with what looks like plants on it between the two couches,True,94,706,scene0330_00,coffee table,5,"['table', 'with', 'what', 'looks', 'like', 'plants', 'on', 'it', 'between', 'the', 'two', 'couches']",nr3d,True,True,True,False,False,True
scene0635_00-box-5-1-5-25-28-37,long slender cardboard box,True,444,572,scene0635_00,box,1,"['long', 'slender', 'cardboard', 'box']",nr3d,True,True,True,False,True,True
scene0592_00-chair-6-18-16-19-20-31-62,"chair in the corner of the room, between white and yello desks",True,534,596,scene0592_00,chair,18,"['chair', 'in', 'the', 'corner', 'of', 'the', 'room', 'between', 'white', 'and', 'yello', 'desks']",nr3d,True,True,True,True,False,True
scene0012_00-doors-3-12-22-27,Lone set of doors closest to the yellow stamped shaped object.,True,330,358,scene0012_00,doors,12,"['lone', 'set', 'of', 'doors', 'closest', 'to', 'the', 'yellow', 'stamped', 'shaped', 'object']",nr3d,True,True,True,True,False,True
scene0160_00-coffee_table-2-3-4,This coffee table is in front of the black couch.,True,659,29,scene0160_00,coffee table,3,"['this', 'coffee', 'table', 'is', 'in', 'front', 'of', 'the', 'black', 'couch']",nr3d,True,True,True,True,False,True
scene0627_00-window-3-26-29-41,"It's the window across from the two windows, beside the door",True,694,137,scene0627_00,window,26,"['it', 'is', 'the', 'window', 'across', 'from', 'the', 'two', 'windows', 'beside', 'the', 'door']",nr3d,True,True,True,False,False,True
scene0308_00-pillow-3-8-9-10,"Facing the headboard from the foot of the bed, it's the white pillow on the left.",True,181,471,scene0308_00,pillow,8,"['facing', 'the', 'headboard', 'from', 'the', 'foot', 'of', 'the', 'bed', 'it', 'is', 'the', 'white', 'pillow', 'on', 'the', 'left']",nr3d,True,True,True,True,False,True
scene0254_00-bathroom_stall_door-3-25-26-27,The middle bathroom stall door,True,596,45,scene0254_00,bathroom stall door,25,"['the', 'middle', 'bathroom', 'stall', 'door']",nr3d,True,True,True,False,False,True
scene0186_00-door-3-21-22-48,The door between the other 2 doors.,True,564,596,scene0186_00,door,21,"['the', 'door', 'between', 'the', 'other', 'two', 'doors']",nr3d,True,True,True,False,False,True
scene0263_00-box-5-18-1-2-3-29,The box in the far corner of the room.,True,564,142,scene0263_00,box,18,"['the', 'box', 'in', 'the', 'far', 'corner', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True
scene0180_00-trash_can-2-23-24,It is the trash can more towards the middle of the wall.,True,56,360,scene0180_00,trash can,23,"['it', 'is', 'the', 'trash', 'can', 'more', 'towards', 'the', 'middle', 'of', 'the', 'wall']",nr3d,True,True,True,False,False,True
scene0302_00-window-2-24-16,The window in the far corner of the room.,True,564,706,scene0302_00,window,24,"['the', 'window', 'in', 'the', 'far', 'corner', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True
scene0489_00-computer_tower-2-4-3,Please select the computer tower that is closest to the window.,True,203,579,scene0489_00,computer tower,4,"['please', 'select', 'the', 'computer', 'tower', 'that', 'is', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,False,True
scene0698_00-lamp-3-16-17-22,When facing the bed choose the lamp on the left side.,True,85,192,scene0698_00,lamp,16,"['when', 'facing', 'the', 'bed', 'choose', 'the', 'lamp', 'on', 'the', 'left', 'side']",nr3d,True,True,True,False,False,True
scene0542_00-kitchen_cabinets-2-2-1,The kitchen cabinet that includes the sink.,True,506,56,scene0542_00,kitchen cabinets,2,"['the', 'kitchen', 'cabinet', 'that', 'includes', 'the', 'sink']",nr3d,True,True,True,False,False,True
scene0254_00-mirror-3-20-0-1,Look for the middle mirror that is wide and centered over the vanity.,True,597,514,scene0254_00,mirror,20,"['look', 'for', 'the', 'middle', 'mirror', 'that', 'is', 'wide', 'and', 'centered', 'over', 'the', 'vanity']",nr3d,True,True,True,False,True,True
scene0335_00-stool-2-31-26,Choose the stool that has a plant sitting on top of it.,True,183,162,scene0335_00,stool,31,"['choose', 'the', 'stool', 'that', 'has', 'a', 'plant', 'sitting', 'on', 'top', 'of', 'it']",nr3d,True,True,True,False,False,True
scene0613_00-door-2-8-25,the door closest to the window,True,440,286,scene0613_00,door,8,"['the', 'door', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,False,True
scene0020_00-window-2-3-15,The window that's closest to your right.,True,605,132,scene0020_00,window,3,"['the', 'window', 'that', 'is', 'closest', 'to', 'your', 'right']",nr3d,True,True,True,False,False,True
scene0006_00-suitcase-2-21-28,suitcase end of bed next to wall to left offour pictures on the wall.,True,629,553,scene0006_00,suitcase,21,"['suitcase', 'end', 'of', 'bed', 'next', 'to', 'wall', 'to', 'left', 'of', 'four', 'pictures', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True
scene0571_00-towel-2-8-22,Its the pink towel closest to the bathroom entrance.,True,423,129,scene0571_00,towel,8,"['its', 'the', 'pink', 'towel', 'closest', 'to', 'the', 'bathroom', 'entrance']",nr3d,True,True,True,True,False,True
scene0279_00-nightstand-2-6-5,The nightstand is between the bed and the wall.,True,114,629,scene0279_00,nightstand,6,"['the', 'nightstand', 'is', 'between', 'the', 'bed', 'and', 'the', 'wall']",nr3d,True,True,True,False,False,True
scene0319_00-sofa_chair-4-20-4-5-19,"facing the couches, choose the second chair from the right.",True,67,14,scene0319_00,sofa chair,20,"['facing', 'the', 'couches', 'choose', 'the', 'second', 'chair', 'from', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0162_00-window-2-7-25,"The window on the left, when facing the windows.",True,322,701,scene0162_00,window,7,"['the', 'window', 'on', 'the', 'left', 'when', 'facing', 'the', 'windows']",nr3d,True,True,True,False,False,True
scene0532_00-kitchen_cabinet-2-14-13,upper cabinet above the stove,True,534,706,scene0532_00,kitchen cabinet,14,"['upper', 'cabinet', 'above', 'the', 'stove']",nr3d,True,True,True,False,False,True
scene0347_00-trash_can-2-1-9,There is a trash can against the wall  in between the refrigerator and the sink.,True,111,141,scene0347_00,trash can,1,"['there', 'is', 'a', 'trash', 'can', 'against', 'the', 'wall', 'in', 'between', 'the', 'refrigerator', 'and', 'the', 'sink']",nr3d,True,True,True,False,False,True
scene0630_00-chair-4-21-5-16-20,The chair is closest to the bookshelf.,True,114,661,scene0630_00,chair,21,"['the', 'chair', 'is', 'closest', 'to', 'the', 'bookshelf']",nr3d,True,True,True,False,False,True
scene0521_00-box-2-29-24,the box on the shelf,True,220,335,scene0521_00,box,29,"['the', 'box', 'on', 'the', 'shelf']",nr3d,True,True,True,False,False,True
scene0592_00-window-6-56-10-12-55-57-58,The window right above computer monitor with something on screen,False,694,570,scene0592_00,window,56,"['the', 'window', 'right', 'above', 'computer', 'monitor', 'with', 'something', 'on', 'screen']",nr3d,True,True,True,False,False,True
scene0419_00-shelf-2-14-43,The shelf farthest from the exit door.,True,564,570,scene0419_00,shelf,14,"['the', 'shelf', 'farthest', 'from', 'the', 'exit', 'door']",nr3d,True,True,True,False,False,True
scene0181_00-chair-4-2-1-3-4,The chair that is furthest from the refrigerator.,True,137,127,scene0181_00,chair,2,"['the', 'chair', 'that', 'is', 'farthest', 'from', 'the', 'refrigerator']",nr3d,True,True,True,False,False,True
scene0186_00-trash_can-3-34-35-45,the trash can is the one that is alone under the desk,False,127,693,scene0186_00,trash can,34,"['the', 'trash', 'can', 'is', 'the', 'one', 'that', 'is', 'alone', 'under', 'the', 'desk']",nr3d,True,True,True,False,False,True
scene0386_00-desk-2-1-0,It's the desk with only one set of drawers underneath it.,False,181,706,scene0386_00,desk,1,"['it', 'is', 'the', 'desk', 'with', 'only', 'one', 'set', 'of', 'drawers', 'underneath', 'it']",nr3d,True,True,True,False,False,True
scene0072_00-pillow-5-25-6-7-14-26,"It's the big pillow on a bed, apart from the others.",True,353,48,scene0072_00,pillow,25,"['it', 'is', 'the', 'big', 'pillow', 'on', 'a', 'bed', 'apart', 'from', 'the', 'others']",nr3d,True,True,True,False,False,True
scene0076_00-office_chair-2-3-4,"the chair pulled out from under the desk, closest to the red wall",True,220,564,scene0076_00,office chair,3,"['the', 'chair', 'pulled', 'out', 'from', 'under', 'the', 'desk', 'closest', 'to', 'the', 'red', 'wall']",nr3d,True,True,True,True,False,True
scene0581_00-laundry_hamper-2-37-38,the hamper is closest to the sink,True,127,497,scene0581_00,laundry hamper,37,"['the', 'hamper', 'is', 'closest', 'to', 'the', 'sink']",nr3d,True,True,True,False,False,True
scene0151_00-radiator-2-17-23,The radiator behind the television.,True,137,353,scene0151_00,radiator,17,"['the', 'radiator', 'behind', 'the', 'television']",nr3d,True,True,True,False,False,True
scene0010_00-chair-5-35-36-37-38-39,the chair is the black one,True,127,413,scene0010_00,chair,35,"['the', 'chair', 'is', 'the', 'black', 'one']",nr3d,True,True,True,True,False,True
scene0128_00-coffee_table-2-13-12,the coffee table is the big round one,False,127,274,scene0128_00,coffee table,13,"['the', 'coffee', 'table', 'is', 'the', 'big', 'round', 'one']",nr3d,True,True,True,False,False,True
scene0530_00-door-4-35-12-26-34,"The right-hand of the two side-by-side doors, when facing them.",True,353,662,scene0530_00,door,35,"['the', 'right', 'hand', 'of', 'the', 'two', 'side', 'by', 'side', 'doors', 'when', 'facing', 'them']",nr3d,True,True,True,False,False,True
scene0137_00-door-4-30-29-31-34,"When you exit this place, you use this door",True,572,168,scene0137_00,door,30,"['when', 'you', 'exit', 'this', 'place', 'you', 'use', 'this', 'door']",nr3d,True,True,False,False,False,True
scene0089_00-trash_can-2-11-12,The correct trash can is farthest from the computer.,True,411,374,scene0089_00,trash can,11,"['the', 'correct', 'trash', 'can', 'is', 'farthest', 'from', 'the', 'computer']",nr3d,True,True,True,False,False,True
scene0394_00-plant-6-60-0-23-43-68-81,"When standing looking at the bed, the correct plant is directly to the right of the bed, it has a lamp on near it.",True,411,132,scene0394_00,plant,60,"['when', 'standing', 'looking', 'at', 'the', 'bed', 'the', 'correct', 'plant', 'is', 'directly', 'to', 'the', 'right', 'of', 'the', 'bed', 'it', 'has', 'a', 'lamp', 'on', 'near', 'it']",nr3d,True,True,True,False,False,True
scene0056_00-whiteboard-2-21-37,The whiteboard behind the 3 chairs,True,16,714,scene0056_00,whiteboard,21,"['the', 'whiteboard', 'behind', 'the', 'three', 'chairs']",nr3d,True,True,True,False,False,True
scene0547_00-pillow-2-44-47,Select the white pillow resting in front of a dark pillow on the black sofa.,True,471,353,scene0547_00,pillow,44,"['select', 'the', 'white', 'pillow', 'resting', 'in', 'front', 'of', 'a', 'dark', 'pillow', 'on', 'the', 'black', 'sofa']",nr3d,True,True,True,True,False,True
scene0501_00-towel-2-20-32,This towel is further from the bathroom door.,True,353,553,scene0501_00,towel,20,"['this', 'towel', 'is', 'farther', 'from', 'the', 'bathroom', 'door']",nr3d,True,True,True,False,False,True
scene0497_00-trash_can-6-49-10-31-42-43-61,Pick the trash can that is closest to the coffee maker.,True,32,353,scene0497_00,trash can,49,"['pick', 'the', 'trash', 'can', 'that', 'is', 'closest', 'to', 'the', 'coffee', 'maker']",nr3d,True,True,True,False,False,True
scene0191_00-board-2-5-4,This board has a diagram drawn on it.,True,295,324,scene0191_00,board,5,"['this', 'board', 'has', 'a', 'diagram', 'drawn', 'on', 'it']",nr3d,True,True,True,False,False,True
scene0158_00-kitchen_cabinet-2-20-5,The kitchen cabinets with the open door is on the same wall as the fridge,True,127,322,scene0158_00,kitchen cabinet,20,"['the', 'kitchen', 'cabinets', 'with', 'the', 'open', 'door', 'is', 'on', 'the', 'same', 'wall', 'as', 'the', 'fridge']",nr3d,True,True,True,False,False,True
scene0114_00-chair-4-5-2-3-4,It is a black office chair that is behind a curved desk with a piece of paper on it.,True,686,694,scene0114_00,chair,5,"['it', 'is', 'a', 'black', 'office', 'chair', 'that', 'is', 'behind', 'a', 'curved', 'desk', 'with', 'a', 'piece', 'of', 'paper', 'on', 'it']",nr3d,True,True,True,True,False,True
scene0242_00-chair-3-2-1-3,Choose the red chair.,True,57,190,scene0242_00,chair,2,"['choose', 'the', 'red', 'chair']",nr3d,True,True,False,True,False,True
scene0398_00-desk-2-2-1,"Facing the window, the desk on the left.",True,564,353,scene0398_00,desk,2,"['facing', 'the', 'window', 'the', 'desk', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0151_00-door-4-18-34-37-39,The door is next to the TV,True,596,308,scene0151_00,door,18,"['the', 'door', 'is', 'next', 'to', 'the', 'tv']",nr3d,True,True,False,False,False,True
scene0592_00-table-6-33-32-34-59-60-61,"Of the three tables against the wall, this table is closest to the yellow wall.",True,659,429,scene0592_00,table,33,"['of', 'the', 'three', 'tables', 'against', 'the', 'wall', 'this', 'table', 'is', 'closest', 'to', 'the', 'yellow', 'wall']",nr3d,True,True,True,True,False,True
scene0554_00-bottle-5-23-22-24-25-43,Green book behind a red water bottle,True,69,500,scene0554_00,bottle,23,"['green', 'book', 'behind', 'a', 'red', 'water', 'bottle']",nr3d,True,True,True,True,False,True
scene0054_00-door-6-44-43-46-48-49-93,Find the bathroom door opposite the sink.,True,597,406,scene0054_00,door,44,"['find', 'the', 'bathroom', 'door', 'opposite', 'the', 'sink']",nr3d,True,True,True,False,False,True
scene0254_00-bathroom_stall_door-3-26-25-27,The open stall door on the far left next to the long wood panel wall.,True,390,553,scene0254_00,bathroom stall door,26,"['the', 'open', 'stall', 'door', 'on', 'the', 'far', 'left', 'next', 'to', 'the', 'long', 'wood', 'panel', 'wall']",nr3d,True,True,True,False,True,True
scene0362_00-lamp-2-28-21,"Same side as the picture is, lamp on table near wall",True,694,27,scene0362_00,lamp,28,"['same', 'side', 'as', 'the', 'picture', 'is', 'lamp', 'on', 'table', 'near', 'wall']",nr3d,True,True,True,False,False,True
scene0281_00-couch-3-16-15-17,"The long couch underneath a window, with a gray chair to its right.",True,618,714,scene0281_00,couch,16,"['the', 'long', 'couch', 'underneath', 'a', 'window', 'with', 'a', 'grey', 'chair', 'to', 'its', 'right']",nr3d,True,True,True,True,True,True
scene0014_00-door-2-10-20,The correct door is the one to the toilet.,True,411,132,scene0014_00,door,10,"['the', 'correct', 'door', 'is', 'the', 'one', 'to', 'the', 'toilet']",nr3d,True,True,True,False,False,True
scene0320_00-chair-2-17-29,chair sitting by the stand alone privacy desk.,True,94,339,scene0320_00,chair,17,"['chair', 'sitting', 'by', 'the', 'stand', 'alone', 'privacy', 'desk']",nr3d,True,True,True,False,False,True
scene0101_00-shoes-5-16-14-15-17-18,In the row of shoes the shoe that is second to the left.,True,564,692,scene0101_00,shoes,16,"['in', 'the', 'row', 'of', 'shoes', 'the', 'shoe', 'that', 'is', 'second', 'to', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0093_00-cabinet-2-11-10,"It is the smaller cabinet, closer to the whiteboard.",True,56,491,scene0093_00,cabinet,11,"['it', 'is', 'the', 'smaller', 'cabinet', 'closer', 'to', 'the', 'whiteboard']",nr3d,True,True,False,False,True,True
scene0112_00-toilet_paper-2-5-6,the bottom toilet paper,True,500,125,scene0112_00,toilet paper,5,"['the', 'bottom', 'toilet', 'paper']",nr3d,True,True,False,False,False,True
scene0510_00-toilet-2-6-5,toilet in the brightly lit stall,True,668,29,scene0510_00,toilet,6,"['toilet', 'in', 'the', 'brightly', 'lit', 'stall']",nr3d,True,True,True,False,False,True
scene0047_00-window-3-38-1-39,This window is between two other windows,True,596,564,scene0047_00,window,38,"['this', 'window', 'is', 'between', 'two', 'other', 'windows']",nr3d,True,True,True,False,False,True
scene0175_00-toilet_paper-5-33-12-31-32-34,"The second toilet paper from the left, up high.",True,322,77,scene0175_00,toilet paper,33,"['the', 'second', 'toilet', 'paper', 'from', 'the', 'left', 'up', 'high']",nr3d,True,True,True,False,False,True
scene0021_00-pillow-4-8-4-6-7,The object you are looking for is the one pillow that is all by itself on top of the couch.,True,203,714,scene0021_00,pillow,8,"['the', 'object', 'you', 'are', 'looking', 'for', 'is', 'the', 'one', 'pillow', 'that', 'is', 'all', 'by', 'itself', 'on', 'top', 'of', 'the', 'couch']",nr3d,True,True,True,False,False,True
scene0305_00-cabinet-6-31-13-14-16-23-24,cabinet near the blue chair under the whiteboard,True,534,99,scene0305_00,cabinet,31,"['cabinet', 'near', 'the', 'blue', 'chair', 'under', 'the', 'whiteboard']",nr3d,True,True,True,True,False,True
scene0452_00-window-2-26-12,The correct window is closest to the whiteboard on the wall. It is farthest from the door.,True,411,596,scene0452_00,window,26,"['the', 'correct', 'window', 'is', 'closest', 'to', 'the', 'whiteboard', 'on', 'the', 'wall', 'it', 'is', 'farthest', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True
scene0336_00-picture-5-58-4-8-57-59,The picture that is above another picture and next to a door opening,True,596,494,scene0336_00,picture,58,"['the', 'picture', 'that', 'is', 'above', 'another', 'picture', 'and', 'next', 'to', 'a', 'door', 'opening']",nr3d,True,True,True,False,False,True
