scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train
scene0324_01,7,"[6, 8]",find the table that is under the picture,scene0324_01-table-3-7-6-8,vertical,below,table,['picture'],[10],"['find', 'the', 'table', 'that', 'is', 'under', 'the', 'picture']",sr3d,True,True,True
scene0324_01,7,"[6, 8]",find the table that is underneath the picture,scene0324_01-table-3-7-6-8,vertical,below,table,['picture'],[10],"['find', 'the', 'table', 'that', 'is', 'underneath', 'the', 'picture']",sr3d,True,True,True
scene0106_01,20,"[24, 25, 27, 31, 32]",the monitor that is over the computer tower,scene0106_01-monitor-6-20-24-25-27-31-32,vertical,above,monitor,['computer tower'],[19],"['the', 'monitor', 'that', 'is', 'over', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0106_01,20,"[24, 25, 27, 31, 32]",find the monitor that is over the computer tower,scene0106_01-monitor-6-20-24-25-27-31-32,vertical,above,monitor,['computer tower'],[19],"['find', 'the', 'monitor', 'that', 'is', 'over', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0106_01,21,"[26, 28, 30]",select the keyboard that is above the computer tower,scene0106_01-keyboard-4-21-26-28-30,vertical,above,keyboard,['computer tower'],[19],"['select', 'the', 'keyboard', 'that', 'is', 'above', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0106_01,21,"[26, 28, 30]",find the keyboard that is over the computer tower,scene0106_01-keyboard-4-21-26-28-30,vertical,above,keyboard,['computer tower'],[19],"['find', 'the', 'keyboard', 'that', 'is', 'over', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0297_01,9,[19],the picture that is over the couch,scene0297_01-picture-2-9-19,vertical,above,picture,['couch'],[1],"['the', 'picture', 'that', 'is', 'over', 'the', 'couch']",sr3d,True,True,True
scene0297_01,9,[19],the picture that is above the couch,scene0297_01-picture-2-9-19,vertical,above,picture,['couch'],[1],"['the', 'picture', 'that', 'is', 'above', 'the', 'couch']",sr3d,True,True,True
scene0297_01,1,[0],choose the couch that is under the picture,scene0297_01-couch-2-1-0,vertical,below,couch,['picture'],[9],"['choose', 'the', 'couch', 'that', 'is', 'under', 'the', 'picture']",sr3d,True,True,True
scene0297_01,1,[0],choose the couch that is beneath the picture,scene0297_01-couch-2-1-0,vertical,below,couch,['picture'],[9],"['choose', 'the', 'couch', 'that', 'is', 'beneath', 'the', 'picture']",sr3d,True,True,True
scene0341_01,20,"[15, 16, 37]",find the cup that is over the computer tower,scene0341_01-cup-4-20-15-16-37,vertical,above,cup,['computer tower'],[18],"['find', 'the', 'cup', 'that', 'is', 'over', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0341_01,20,"[15, 16, 37]",select the cup that is above the computer tower,scene0341_01-cup-4-20-15-16-37,vertical,above,cup,['computer tower'],[18],"['select', 'the', 'cup', 'that', 'is', 'above', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0201_01,16,[18],the kitchen cabinets that are above the sink,scene0201_01-kitchen_cabinets-2-16-18,vertical,above,kitchen cabinets,['sink'],[21],"['the', 'kitchen', 'cabinets', 'that', 'are', 'above', 'the', 'sink']",sr3d,True,True,True
scene0201_01,16,[18],the kitchen cabinets that are over the sink,scene0201_01-kitchen_cabinets-2-16-18,vertical,above,kitchen cabinets,['sink'],[21],"['the', 'kitchen', 'cabinets', 'that', 'are', 'over', 'the', 'sink']",sr3d,True,True,True
scene0201_01,18,[16],select the kitchen cabinets that are above the stove,scene0201_01-kitchen_cabinets-2-18-16,vertical,above,kitchen cabinets,['stove'],[22],"['select', 'the', 'kitchen', 'cabinets', 'that', 'are', 'above', 'the', 'stove']",sr3d,True,True,True
scene0201_01,18,[16],the kitchen cabinets that are above the stove,scene0201_01-kitchen_cabinets-2-18-16,vertical,above,kitchen cabinets,['stove'],[22],"['the', 'kitchen', 'cabinets', 'that', 'are', 'above', 'the', 'stove']",sr3d,True,True,True
scene0310_01,27,[28],select the box that is above the cabinet,scene0310_01-box-2-27-28,vertical,above,box,['cabinet'],[29],"['select', 'the', 'box', 'that', 'is', 'above', 'the', 'cabinet']",sr3d,True,True,True
scene0310_01,27,[28],the box that is above the cabinet,scene0310_01-box-2-27-28,vertical,above,box,['cabinet'],[29],"['the', 'box', 'that', 'is', 'above', 'the', 'cabinet']",sr3d,True,True,True
scene0310_01,1,"[17, 29]",select the cabinet that is underneath the shelf,scene0310_01-cabinet-3-1-17-29,vertical,below,cabinet,['shelf'],[13],"['select', 'the', 'cabinet', 'that', 'is', 'underneath', 'the', 'shelf']",sr3d,True,True,True
scene0310_01,1,"[17, 29]",the cabinet that is under the shelf,scene0310_01-cabinet-3-1-17-29,vertical,below,cabinet,['shelf'],[13],"['the', 'cabinet', 'that', 'is', 'under', 'the', 'shelf']",sr3d,True,True,True
scene0310_01,17,"[1, 29]",the cabinet that is below the paper towel dispenser,scene0310_01-cabinet-3-17-1-29,vertical,below,cabinet,['paper towel dispenser'],[18],"['the', 'cabinet', 'that', 'is', 'below', 'the', 'paper', 'towel', 'dispenser']",sr3d,True,True,True
scene0310_01,17,"[1, 29]",choose the cabinet that is under the paper towel dispenser,scene0310_01-cabinet-3-17-1-29,vertical,below,cabinet,['paper towel dispenser'],[18],"['choose', 'the', 'cabinet', 'that', 'is', 'under', 'the', 'paper', 'towel', 'dispenser']",sr3d,True,True,True
scene0310_01,16,"[14, 15]",find the trash can that is below the paper towel dispenser,scene0310_01-trash_can-3-16-14-15,vertical,below,trash can,['paper towel dispenser'],[18],"['find', 'the', 'trash', 'can', 'that', 'is', 'below', 'the', 'paper', 'towel', 'dispenser']",sr3d,True,True,True
scene0310_01,16,"[14, 15]",the trash can that is beneath the paper towel dispenser,scene0310_01-trash_can-3-16-14-15,vertical,below,trash can,['paper towel dispenser'],[18],"['the', 'trash', 'can', 'that', 'is', 'beneath', 'the', 'paper', 'towel', 'dispenser']",sr3d,True,True,True
scene0310_01,3,[25],the kitchen cabinets that are above the kitchen counter,scene0310_01-kitchen_cabinets-2-3-25,vertical,above,kitchen cabinets,['kitchen counter'],[21],"['the', 'kitchen', 'cabinets', 'that', 'are', 'above', 'the', 'kitchen', 'counter']",sr3d,True,True,True
scene0310_01,3,[25],find the kitchen cabinets that are over the kitchen counter,scene0310_01-kitchen_cabinets-2-3-25,vertical,above,kitchen cabinets,['kitchen counter'],[21],"['find', 'the', 'kitchen', 'cabinets', 'that', 'are', 'over', 'the', 'kitchen', 'counter']",sr3d,True,True,True
scene0310_01,3,[25],the kitchen cabinets that are over the stove,scene0310_01-kitchen_cabinets-2-3-25,vertical,above,kitchen cabinets,['stove'],[22],"['the', 'kitchen', 'cabinets', 'that', 'are', 'over', 'the', 'stove']",sr3d,True,True,True
scene0310_01,3,[25],select the kitchen cabinets that are above the stove,scene0310_01-kitchen_cabinets-2-3-25,vertical,above,kitchen cabinets,['stove'],[22],"['select', 'the', 'kitchen', 'cabinets', 'that', 'are', 'above', 'the', 'stove']",sr3d,True,True,True
scene0310_01,3,[25],the kitchen cabinets that are over the sink,scene0310_01-kitchen_cabinets-2-3-25,vertical,above,kitchen cabinets,['sink'],[23],"['the', 'kitchen', 'cabinets', 'that', 'are', 'over', 'the', 'sink']",sr3d,True,True,True
scene0310_01,3,[25],find the kitchen cabinets that are over the sink,scene0310_01-kitchen_cabinets-2-3-25,vertical,above,kitchen cabinets,['sink'],[23],"['find', 'the', 'kitchen', 'cabinets', 'that', 'are', 'over', 'the', 'sink']",sr3d,True,True,True
scene0310_01,29,"[1, 17]",select the cabinet that is beneath the box,scene0310_01-cabinet-3-29-1-17,vertical,below,cabinet,['box'],[27],"['select', 'the', 'cabinet', 'that', 'is', 'beneath', 'the', 'box']",sr3d,True,True,True
scene0310_01,29,"[1, 17]",choose the cabinet that is below the box,scene0310_01-cabinet-3-29-1-17,vertical,below,cabinet,['box'],[27],"['choose', 'the', 'cabinet', 'that', 'is', 'below', 'the', 'box']",sr3d,True,True,True
scene0310_01,3,[25],choose the kitchen cabinets that are over the microwave,scene0310_01-kitchen_cabinets-2-3-25,vertical,above,kitchen cabinets,['microwave'],[35],"['choose', 'the', 'kitchen', 'cabinets', 'that', 'are', 'over', 'the', 'microwave']",sr3d,True,True,True
scene0310_01,3,[25],choose the kitchen cabinets that are above the microwave,scene0310_01-kitchen_cabinets-2-3-25,vertical,above,kitchen cabinets,['microwave'],[35],"['choose', 'the', 'kitchen', 'cabinets', 'that', 'are', 'above', 'the', 'microwave']",sr3d,True,True,True
scene0250_01,12,"[5, 36]",select the cabinet that is over the counter,scene0250_01-cabinet-3-12-5-36,vertical,above,cabinet,['counter'],[0],"['select', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'counter']",sr3d,True,True,True
scene0250_01,12,"[5, 36]",choose the cabinet that is above the counter,scene0250_01-cabinet-3-12-5-36,vertical,above,cabinet,['counter'],[0],"['choose', 'the', 'cabinet', 'that', 'is', 'above', 'the', 'counter']",sr3d,True,True,True
scene0250_01,36,"[5, 12]",select the cabinet that is over the toilet,scene0250_01-cabinet-3-36-5-12,vertical,above,cabinet,['toilet'],[7],"['select', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'toilet']",sr3d,True,True,True
scene0250_01,36,"[5, 12]",the cabinet that is over the toilet,scene0250_01-cabinet-3-36-5-12,vertical,above,cabinet,['toilet'],[7],"['the', 'cabinet', 'that', 'is', 'over', 'the', 'toilet']",sr3d,True,True,True
scene0250_01,37,"[23, 47]",choose the plant that is above the toilet,scene0250_01-plant-3-37-23-47,vertical,above,plant,['toilet'],[7],"['choose', 'the', 'plant', 'that', 'is', 'above', 'the', 'toilet']",sr3d,True,True,True
scene0250_01,37,"[23, 47]",the plant that is above the toilet,scene0250_01-plant-3-37-23-47,vertical,above,plant,['toilet'],[7],"['the', 'plant', 'that', 'is', 'above', 'the', 'toilet']",sr3d,True,True,True
scene0250_01,39,[49],choose the picture that is over the plant,scene0250_01-picture-2-39-49,vertical,above,picture,['plant'],[47],"['choose', 'the', 'picture', 'that', 'is', 'over', 'the', 'plant']",sr3d,True,True,True
scene0250_01,39,[49],find the picture that is above the plant,scene0250_01-picture-2-39-49,vertical,above,picture,['plant'],[47],"['find', 'the', 'picture', 'that', 'is', 'above', 'the', 'plant']",sr3d,True,True,True
scene0250_01,39,[49],choose the picture that is over the towel,scene0250_01-picture-2-39-49,vertical,above,picture,['towel'],[40],"['choose', 'the', 'picture', 'that', 'is', 'over', 'the', 'towel']",sr3d,True,True,True
scene0250_01,39,[49],choose the picture that is above the towel,scene0250_01-picture-2-39-49,vertical,above,picture,['towel'],[40],"['choose', 'the', 'picture', 'that', 'is', 'above', 'the', 'towel']",sr3d,True,True,True
scene0250_01,47,"[23, 37]",select the plant that is under the picture,scene0250_01-plant-3-47-23-37,vertical,below,plant,['picture'],[39],"['select', 'the', 'plant', 'that', 'is', 'under', 'the', 'picture']",sr3d,True,True,True
scene0250_01,47,"[23, 37]",choose the plant that is under the picture,scene0250_01-plant-3-47-23-37,vertical,below,plant,['picture'],[39],"['choose', 'the', 'plant', 'that', 'is', 'under', 'the', 'picture']",sr3d,True,True,True
scene0250_01,40,[25],find the towel that is underneath the picture,scene0250_01-towel-2-40-25,vertical,below,towel,['picture'],[39],"['find', 'the', 'towel', 'that', 'is', 'underneath', 'the', 'picture']",sr3d,True,True,True
scene0250_01,40,[25],select the towel that is below the picture,scene0250_01-towel-2-40-25,vertical,below,towel,['picture'],[39],"['select', 'the', 'towel', 'that', 'is', 'below', 'the', 'picture']",sr3d,True,True,True
scene0250_01,40,[25],select the towel that is over the storage bin,scene0250_01-towel-2-40-25,vertical,above,towel,['storage bin'],[41],"['select', 'the', 'towel', 'that', 'is', 'over', 'the', 'storage', 'bin']",sr3d,True,True,True
scene0250_01,40,[25],find the towel that is over the storage bin,scene0250_01-towel-2-40-25,vertical,above,towel,['storage bin'],[41],"['find', 'the', 'towel', 'that', 'is', 'over', 'the', 'storage', 'bin']",sr3d,True,True,True
scene0250_00,38,[39],the picture that is over the shelf,scene0250_00-picture-2-38-39,vertical,above,picture,['shelf'],[41],"['the', 'picture', 'that', 'is', 'over', 'the', 'shelf']",sr3d,True,True,True
scene0250_00,38,[39],choose the picture that is above the shelf,scene0250_00-picture-2-38-39,vertical,above,picture,['shelf'],[41],"['choose', 'the', 'picture', 'that', 'is', 'above', 'the', 'shelf']",sr3d,True,True,True
scene0250_01,39,[49],find the picture that is above the shelf,scene0250_01-picture-2-39-49,vertical,above,picture,['shelf'],[45],"['find', 'the', 'picture', 'that', 'is', 'above', 'the', 'shelf']",sr3d,True,True,True
scene0250_01,39,[49],choose the picture that is over the shelf,scene0250_01-picture-2-39-49,vertical,above,picture,['shelf'],[45],"['choose', 'the', 'picture', 'that', 'is', 'over', 'the', 'shelf']",sr3d,True,True,True
scene0072_01,26,"[24, 25]",find the bag that is under the blanket,scene0072_01-bag-3-26-24-25,vertical,below,bag,['blanket'],[20],"['find', 'the', 'bag', 'that', 'is', 'under', 'the', 'blanket']",sr3d,True,True,True
scene0072_01,26,"[24, 25]",the bag that is underneath the blanket,scene0072_01-bag-3-26-24-25,vertical,below,bag,['blanket'],[20],"['the', 'bag', 'that', 'is', 'underneath', 'the', 'blanket']",sr3d,True,True,True
scene0072_01,26,"[24, 25]",select the bag that is beneath the shelf,scene0072_01-bag-3-26-24-25,vertical,below,bag,['shelf'],[21],"['select', 'the', 'bag', 'that', 'is', 'beneath', 'the', 'shelf']",sr3d,True,True,True
scene0072_01,26,"[24, 25]",select the bag that is under the shelf,scene0072_01-bag-3-26-24-25,vertical,below,bag,['shelf'],[21],"['select', 'the', 'bag', 'that', 'is', 'under', 'the', 'shelf']",sr3d,True,True,True
scene0072_01,19,"[27, 28]",the pillow that is over the box,scene0072_01-pillow-3-19-27-28,vertical,above,pillow,['box'],[22],"['the', 'pillow', 'that', 'is', 'over', 'the', 'box']",sr3d,True,True,True
scene0072_01,19,"[27, 28]",choose the pillow that is above the box,scene0072_01-pillow-3-19-27-28,vertical,above,pillow,['box'],[22],"['choose', 'the', 'pillow', 'that', 'is', 'above', 'the', 'box']",sr3d,True,True,True
scene0163_01,23,[21],the window that is above the table,scene0163_01-window-2-23-21,vertical,above,window,['table'],[8],"['the', 'window', 'that', 'is', 'above', 'the', 'table']",sr3d,True,True,True
scene0163_01,23,[21],select the window that is above the table,scene0163_01-window-2-23-21,vertical,above,window,['table'],[8],"['select', 'the', 'window', 'that', 'is', 'above', 'the', 'table']",sr3d,True,True,True
scene0163_01,8,[7],find the table that is underneath the window,scene0163_01-table-2-8-7,vertical,below,table,['window'],[23],"['find', 'the', 'table', 'that', 'is', 'underneath', 'the', 'window']",sr3d,True,True,True
scene0163_01,8,[7],the table that is under the window,scene0163_01-table-2-8-7,vertical,below,table,['window'],[23],"['the', 'table', 'that', 'is', 'under', 'the', 'window']",sr3d,True,True,True
scene0476_00,3,"[2, 18]",select the file cabinet that is underneath the backpack,scene0476_00-file_cabinet-3-3-2-18,vertical,below,file cabinet,['backpack'],[11],"['select', 'the', 'file', 'cabinet', 'that', 'is', 'underneath', 'the', 'backpack']",sr3d,True,True,True
scene0476_00,3,"[2, 18]",select the file cabinet that is beneath the backpack,scene0476_00-file_cabinet-3-3-2-18,vertical,below,file cabinet,['backpack'],[11],"['select', 'the', 'file', 'cabinet', 'that', 'is', 'beneath', 'the', 'backpack']",sr3d,True,True,True
scene0476_02,22,"[12, 24, 28]",choose the file cabinet that is below the backpack,scene0476_02-file_cabinet-4-22-12-24-28,vertical,below,file cabinet,['backpack'],[16],"['choose', 'the', 'file', 'cabinet', 'that', 'is', 'below', 'the', 'backpack']",sr3d,True,True,True
scene0476_02,22,"[12, 24, 28]",select the file cabinet that is underneath the backpack,scene0476_02-file_cabinet-4-22-12-24-28,vertical,below,file cabinet,['backpack'],[16],"['select', 'the', 'file', 'cabinet', 'that', 'is', 'underneath', 'the', 'backpack']",sr3d,True,True,True
scene0476_02,4,"[3, 18, 20]",the monitor that is over the computer tower,scene0476_02-monitor-4-4-3-18-20,vertical,above,monitor,['computer tower'],[23],"['the', 'monitor', 'that', 'is', 'over', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0476_02,4,"[3, 18, 20]",the monitor that is above the computer tower,scene0476_02-monitor-4-4-3-18-20,vertical,above,monitor,['computer tower'],[23],"['the', 'monitor', 'that', 'is', 'above', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0345_00,27,"[0, 1]",choose the plant that is above the radiator,scene0345_00-plant-3-27-0-1,vertical,above,plant,['radiator'],[14],"['choose', 'the', 'plant', 'that', 'is', 'above', 'the', 'radiator']",sr3d,True,True,True
scene0345_00,27,"[0, 1]",find the plant that is over the radiator,scene0345_00-plant-3-27-0-1,vertical,above,plant,['radiator'],[14],"['find', 'the', 'plant', 'that', 'is', 'over', 'the', 'radiator']",sr3d,True,True,True
scene0502_02,2,[12],select the box that is below the counter,scene0502_02-box-2-2-12,vertical,below,box,['counter'],[4],"['select', 'the', 'box', 'that', 'is', 'below', 'the', 'counter']",sr3d,True,True,True
scene0502_02,2,[12],the box that is beneath the counter,scene0502_02-box-2-2-12,vertical,below,box,['counter'],[4],"['the', 'box', 'that', 'is', 'beneath', 'the', 'counter']",sr3d,True,True,True
scene0085_00,5,"[6, 24]",select the lamp that is above the telephone,scene0085_00-lamp-3-5-6-24,vertical,above,lamp,['telephone'],[7],"['select', 'the', 'lamp', 'that', 'is', 'above', 'the', 'telephone']",sr3d,True,True,True
scene0085_00,5,"[6, 24]",the lamp that is over the telephone,scene0085_00-lamp-3-5-6-24,vertical,above,lamp,['telephone'],[7],"['the', 'lamp', 'that', 'is', 'over', 'the', 'telephone']",sr3d,True,True,True
scene0254_00,28,[29],find the trash can that is under the paper towel dispenser,scene0254_00-trash_can-2-28-29,vertical,below,trash can,['paper towel dispenser'],[24],"['find', 'the', 'trash', 'can', 'that', 'is', 'under', 'the', 'paper', 'towel', 'dispenser']",sr3d,True,True,True
scene0254_00,28,[29],select the trash can that is beneath the paper towel dispenser,scene0254_00-trash_can-2-28-29,vertical,below,trash can,['paper towel dispenser'],[24],"['select', 'the', 'trash', 'can', 'that', 'is', 'beneath', 'the', 'paper', 'towel', 'dispenser']",sr3d,True,True,True
scene0254_00,24,[30],find the paper towel dispenser that is over the trash can,scene0254_00-paper_towel_dispenser-2-24-30,vertical,above,paper towel dispenser,['trash can'],[28],"['find', 'the', 'paper', 'towel', 'dispenser', 'that', 'is', 'over', 'the', 'trash', 'can']",sr3d,True,True,True
scene0254_00,24,[30],select the paper towel dispenser that is above the trash can,scene0254_00-paper_towel_dispenser-2-24-30,vertical,above,paper towel dispenser,['trash can'],[28],"['select', 'the', 'paper', 'towel', 'dispenser', 'that', 'is', 'above', 'the', 'trash', 'can']",sr3d,True,True,True
scene0136_00,0,[13],select the cabinet that is above the cabinets,scene0136_00-cabinet-2-0-13,vertical,above,cabinet,['cabinets'],[31],"['select', 'the', 'cabinet', 'that', 'is', 'above', 'the', 'cabinets']",sr3d,True,True,True
scene0136_00,0,[13],choose the cabinet that is over the cabinets,scene0136_00-cabinet-2-0-13,vertical,above,cabinet,['cabinets'],[31],"['choose', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'cabinets']",sr3d,True,True,True
scene0136_00,13,[0],select the cabinet that is below the bulletin board,scene0136_00-cabinet-2-13-0,vertical,below,cabinet,['bulletin board'],[34],"['select', 'the', 'cabinet', 'that', 'is', 'below', 'the', 'bulletin', 'board']",sr3d,True,True,True
scene0136_00,13,[0],select the cabinet that is underneath the bulletin board,scene0136_00-cabinet-2-13-0,vertical,below,cabinet,['bulletin board'],[34],"['select', 'the', 'cabinet', 'that', 'is', 'underneath', 'the', 'bulletin', 'board']",sr3d,True,True,True
scene0631_02,1,[5],select the nightstand that is beneath the lamp,scene0631_02-nightstand-2-1-5,vertical,below,nightstand,['lamp'],[17],"['select', 'the', 'nightstand', 'that', 'is', 'beneath', 'the', 'lamp']",sr3d,True,True,True
scene0631_02,1,[5],select the nightstand that is underneath the lamp,scene0631_02-nightstand-2-1-5,vertical,below,nightstand,['lamp'],[17],"['select', 'the', 'nightstand', 'that', 'is', 'underneath', 'the', 'lamp']",sr3d,True,True,True
scene0392_00,3,[33],select the cabinet that is over the counter,scene0392_00-cabinet-2-3-33,vertical,above,cabinet,['counter'],[5],"['select', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'counter']",sr3d,True,True,True
scene0392_00,3,[33],the cabinet that is over the counter,scene0392_00-cabinet-2-3-33,vertical,above,cabinet,['counter'],[5],"['the', 'cabinet', 'that', 'is', 'over', 'the', 'counter']",sr3d,True,True,True
scene0392_00,33,[3],the cabinet that is above the bathroom vanity,scene0392_00-cabinet-2-33-3,vertical,above,cabinet,['bathroom vanity'],[6],"['the', 'cabinet', 'that', 'is', 'above', 'the', 'bathroom', 'vanity']",sr3d,True,True,True
scene0392_00,33,[3],choose the cabinet that is over the bathroom vanity,scene0392_00-cabinet-2-33-3,vertical,above,cabinet,['bathroom vanity'],[6],"['choose', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'bathroom', 'vanity']",sr3d,True,True,True
scene0392_00,33,[3],choose the cabinet that is over the toilet,scene0392_00-cabinet-2-33-3,vertical,above,cabinet,['toilet'],[8],"['choose', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'toilet']",sr3d,True,True,True
scene0392_00,33,[3],choose the cabinet that is above the toilet,scene0392_00-cabinet-2-33-3,vertical,above,cabinet,['toilet'],[8],"['choose', 'the', 'cabinet', 'that', 'is', 'above', 'the', 'toilet']",sr3d,True,True,True
scene0392_00,14,[15],choose the window that is over the radiator,scene0392_00-window-2-14-15,vertical,above,window,['radiator'],[17],"['choose', 'the', 'window', 'that', 'is', 'over', 'the', 'radiator']",sr3d,True,True,True
scene0392_00,14,[15],select the window that is above the radiator,scene0392_00-window-2-14-15,vertical,above,window,['radiator'],[17],"['select', 'the', 'window', 'that', 'is', 'above', 'the', 'radiator']",sr3d,True,True,True
scene0392_00,3,[33],find the cabinet that is over the kitchen cabinet,scene0392_00-cabinet-2-3-33,vertical,above,cabinet,['kitchen cabinet'],[20],"['find', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'kitchen', 'cabinet']",sr3d,True,True,True
scene0392_00,3,[33],select the cabinet that is above the kitchen cabinet,scene0392_00-cabinet-2-3-33,vertical,above,cabinet,['kitchen cabinet'],[20],"['select', 'the', 'cabinet', 'that', 'is', 'above', 'the', 'kitchen', 'cabinet']",sr3d,True,True,True
scene0392_00,3,[33],the cabinet that is above the stove,scene0392_00-cabinet-2-3-33,vertical,above,cabinet,['stove'],[21],"['the', 'cabinet', 'that', 'is', 'above', 'the', 'stove']",sr3d,True,True,True
scene0392_00,3,[33],choose the cabinet that is over the stove,scene0392_00-cabinet-2-3-33,vertical,above,cabinet,['stove'],[21],"['choose', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'stove']",sr3d,True,True,True
scene0392_00,3,[33],the cabinet that is above the sink,scene0392_00-cabinet-2-3-33,vertical,above,cabinet,['sink'],[43],"['the', 'cabinet', 'that', 'is', 'above', 'the', 'sink']",sr3d,True,True,True
scene0392_00,3,[33],select the cabinet that is above the sink,scene0392_00-cabinet-2-3-33,vertical,above,cabinet,['sink'],[43],"['select', 'the', 'cabinet', 'that', 'is', 'above', 'the', 'sink']",sr3d,True,True,True
scene0003_00,4,[2],the cabinet that is over the kitchen counter,scene0003_00-cabinet-2-4-2,vertical,above,cabinet,['kitchen counter'],[1],"['the', 'cabinet', 'that', 'is', 'over', 'the', 'kitchen', 'counter']",sr3d,True,True,True
scene0003_00,4,[2],choose the cabinet that is above the kitchen counter,scene0003_00-cabinet-2-4-2,vertical,above,cabinet,['kitchen counter'],[1],"['choose', 'the', 'cabinet', 'that', 'is', 'above', 'the', 'kitchen', 'counter']",sr3d,True,True,True
scene0003_00,2,[4],choose the cabinet that is under the cabinets,scene0003_00-cabinet-2-2-4,vertical,below,cabinet,['cabinets'],[3],"['choose', 'the', 'cabinet', 'that', 'is', 'under', 'the', 'cabinets']",sr3d,True,True,True
scene0003_00,2,[4],select the cabinet that is below the cabinets,scene0003_00-cabinet-2-2-4,vertical,below,cabinet,['cabinets'],[3],"['select', 'the', 'cabinet', 'that', 'is', 'below', 'the', 'cabinets']",sr3d,True,True,True
scene0003_00,4,[2],the cabinet that is over the kitchen cabinets,scene0003_00-cabinet-2-4-2,vertical,above,cabinet,['kitchen cabinets'],[5],"['the', 'cabinet', 'that', 'is', 'over', 'the', 'kitchen', 'cabinets']",sr3d,True,True,True
scene0003_00,4,[2],choose the cabinet that is over the kitchen cabinets,scene0003_00-cabinet-2-4-2,vertical,above,cabinet,['kitchen cabinets'],[5],"['choose', 'the', 'cabinet', 'that', 'is', 'over', 'the', 'kitchen', 'cabinets']",sr3d,True,True,True
scene0003_00,2,[4],select the cabinet that is under the microwave,scene0003_00-cabinet-2-2-4,vertical,below,cabinet,['microwave'],[8],"['select', 'the', 'cabinet', 'that', 'is', 'under', 'the', 'microwave']",sr3d,True,True,True
scene0003_00,2,[4],select the cabinet that is underneath the microwave,scene0003_00-cabinet-2-2-4,vertical,below,cabinet,['microwave'],[8],"['select', 'the', 'cabinet', 'that', 'is', 'underneath', 'the', 'microwave']",sr3d,True,True,True
