scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train
scene0106_01,2,[9],find the couch that is between the window and the sink,scene0106_01-couch-2-2-9,between,between,couch,"['window', 'sink']","[8, 41]","['find', 'the', 'couch', 'that', 'is', 'between', 'the', 'window', 'and', 'the', 'sink']",sr3d,True,True,True
scene0106_01,2,[9],choose the couch that is between the window and the sink,scene0106_01-couch-2-2-9,between,between,couch,"['window', 'sink']","[8, 41]","['choose', 'the', 'couch', 'that', 'is', 'between', 'the', 'window', 'and', 'the', 'sink']",sr3d,True,True,True
scene0106_01,2,[9],the couch that is between the window and the door,scene0106_01-couch-2-2-9,between,between,couch,"['window', 'door']","[8, 43]","['the', 'couch', 'that', 'is', 'between', 'the', 'window', 'and', 'the', 'door']",sr3d,True,True,True
scene0106_01,2,[9],find the couch that is between the window and the door,scene0106_01-couch-2-2-9,between,between,couch,"['window', 'door']","[8, 43]","['find', 'the', 'couch', 'that', 'is', 'between', 'the', 'window', 'and', 'the', 'door']",sr3d,True,True,True
scene0106_01,20,"[24, 25, 27, 31, 32]",choose the monitor that is in the middle of the laptop and the door,scene0106_01-monitor-6-20-24-25-27-31-32,between,between,monitor,"['laptop', 'door']","[14, 43]","['choose', 'the', 'monitor', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'laptop', 'and', 'the', 'door']",sr3d,True,True,True
scene0106_01,20,"[24, 25, 27, 31, 32]",find the monitor that is in the middle of the laptop and the door,scene0106_01-monitor-6-20-24-25-27-31-32,between,between,monitor,"['laptop', 'door']","[14, 43]","['find', 'the', 'monitor', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'laptop', 'and', 'the', 'door']",sr3d,True,True,True
scene0341_01,8,[18],choose the computer tower that is between the door and the stool,scene0341_01-computer_tower-2-8-18,between,between,computer tower,"['door', 'stool']","[1, 7]","['choose', 'the', 'computer', 'tower', 'that', 'is', 'between', 'the', 'door', 'and', 'the', 'stool']",sr3d,True,True,True
scene0341_01,8,[18],find the computer tower that is between the door and the stool,scene0341_01-computer_tower-2-8-18,between,between,computer tower,"['door', 'stool']","[1, 7]","['find', 'the', 'computer', 'tower', 'that', 'is', 'between', 'the', 'door', 'and', 'the', 'stool']",sr3d,True,True,True
scene0341_01,9,"[52, 53, 54]",find the desk that is in the middle of the door and the backpack,scene0341_01-desk-4-9-52-53-54,between,between,desk,"['door', 'backpack']","[1, 21]","['find', 'the', 'desk', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'door', 'and', 'the', 'backpack']",sr3d,True,True,True
scene0341_01,9,"[52, 53, 54]",the desk that is in the middle of the door and the backpack,scene0341_01-desk-4-9-52-53-54,between,between,desk,"['door', 'backpack']","[1, 21]","['the', 'desk', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'door', 'and', 'the', 'backpack']",sr3d,True,True,True
scene0341_01,50,"[38, 51]",find the office chair that is in the middle of the door and the backpack,scene0341_01-office_chair-3-50-38-51,between,between,office chair,"['door', 'backpack']","[1, 21]","['find', 'the', 'office', 'chair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'door', 'and', 'the', 'backpack']",sr3d,True,True,True
scene0341_01,50,"[38, 51]",the office chair that is in the middle of the door and the backpack,scene0341_01-office_chair-3-50-38-51,between,between,office chair,"['door', 'backpack']","[1, 21]","['the', 'office', 'chair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'door', 'and', 'the', 'backpack']",sr3d,True,True,True
scene0341_01,8,[18],select the computer tower that is in the center of the door and the couch,scene0341_01-computer_tower-2-8-18,between,between,computer tower,"['door', 'couch']","[1, 44]","['select', 'the', 'computer', 'tower', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'couch']",sr3d,True,True,True
scene0341_01,8,[18],choose the computer tower that is in the center of the door and the couch,scene0341_01-computer_tower-2-8-18,between,between,computer tower,"['door', 'couch']","[1, 44]","['choose', 'the', 'computer', 'tower', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'couch']",sr3d,True,True,True
scene0341_01,9,"[52, 53, 54]",the desk that is in the center of the door and the couch,scene0341_01-desk-4-9-52-53-54,between,between,desk,"['door', 'couch']","[1, 44]","['the', 'desk', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'couch']",sr3d,True,True,True
scene0341_01,9,"[52, 53, 54]",the desk that is in the middle of the door and the couch,scene0341_01-desk-4-9-52-53-54,between,between,desk,"['door', 'couch']","[1, 44]","['the', 'desk', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'door', 'and', 'the', 'couch']",sr3d,True,True,True
scene0201_01,7,[6],find the chair that is in the middle of the table and the trash can,scene0201_01-chair-2-7-6,between,between,chair,"['table', 'trash can']","[11, 27]","['find', 'the', 'chair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'table', 'and', 'the', 'trash', 'can']",sr3d,True,True,True
scene0201_01,7,[6],the chair that is in the middle of the table and the trash can,scene0201_01-chair-2-7-6,between,between,chair,"['table', 'trash can']","[11, 27]","['the', 'chair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'table', 'and', 'the', 'trash', 'can']",sr3d,True,True,True
scene0250_01,25,[40],find the towel that is in the middle of the counter and the door,scene0250_01-towel-2-25-40,between,between,towel,"['counter', 'door']","[0, 6]","['find', 'the', 'towel', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'counter', 'and', 'the', 'door']",sr3d,True,True,True
scene0250_01,25,[40],choose the towel that is in the middle of the counter and the door,scene0250_01-towel-2-25-40,between,between,towel,"['counter', 'door']","[0, 6]","['choose', 'the', 'towel', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'counter', 'and', 'the', 'door']",sr3d,True,True,True
scene0250_01,25,[40],the towel that is in the center of the door and the mirror,scene0250_01-towel-2-25-40,between,between,towel,"['door', 'mirror']","[6, 11]","['the', 'towel', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'mirror']",sr3d,True,True,True
scene0250_01,25,[40],select the towel that is in the center of the door and the mirror,scene0250_01-towel-2-25-40,between,between,towel,"['door', 'mirror']","[6, 11]","['select', 'the', 'towel', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'mirror']",sr3d,True,True,True
scene0369_02,31,"[10, 15]",choose the cabinet that is in the middle of the door and the desk,scene0369_02-cabinet-3-31-10-15,between,between,cabinet,"['door', 'desk']","[7, 27]","['choose', 'the', 'cabinet', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'door', 'and', 'the', 'desk']",sr3d,True,True,True
scene0369_02,31,"[10, 15]",select the cabinet that is in the center of the door and the desk,scene0369_02-cabinet-3-31-10-15,between,between,cabinet,"['door', 'desk']","[7, 27]","['select', 'the', 'cabinet', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'desk']",sr3d,True,True,True
scene0369_02,32,[33],choose the chair that is in the center of the door and the laptop,scene0369_02-chair-2-32-33,between,between,chair,"['door', 'laptop']","[7, 28]","['choose', 'the', 'chair', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'laptop']",sr3d,True,True,True
scene0369_02,32,[33],find the chair that is in the middle of the door and the laptop,scene0369_02-chair-2-32-33,between,between,chair,"['door', 'laptop']","[7, 28]","['find', 'the', 'chair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'door', 'and', 'the', 'laptop']",sr3d,True,True,True
scene0476_02,22,"[12, 24, 28]",find the file cabinet that is in the middle of the cabinet and the table,scene0476_02-file_cabinet-4-22-12-24-28,between,between,file cabinet,"['cabinet', 'table']","[2, 8]","['find', 'the', 'file', 'cabinet', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'cabinet', 'and', 'the', 'table']",sr3d,True,True,True
scene0476_02,22,"[12, 24, 28]",the file cabinet that is in the center of the cabinet and the table,scene0476_02-file_cabinet-4-22-12-24-28,between,between,file cabinet,"['cabinet', 'table']","[2, 8]","['the', 'file', 'cabinet', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'table']",sr3d,True,True,True
scene0536_02,8,[17],find the table that is in the middle of the couch and the stairs,scene0536_02-table-2-8-17,between,between,table,"['couch', 'stairs']","[0, 12]","['find', 'the', 'table', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'couch', 'and', 'the', 'stairs']",sr3d,True,True,True
scene0536_02,8,[17],the table that is in the middle of the couch and the stairs,scene0536_02-table-2-8-17,between,between,table,"['couch', 'stairs']","[0, 12]","['the', 'table', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'couch', 'and', 'the', 'stairs']",sr3d,True,True,True
scene0536_02,17,[8],select the table that is in the center of the couch and the door,scene0536_02-table-2-17-8,between,between,table,"['couch', 'door']","[0, 15]","['select', 'the', 'table', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'couch', 'and', 'the', 'door']",sr3d,True,True,True
scene0536_02,17,[8],the table that is in the center of the couch and the door,scene0536_02-table-2-17-8,between,between,table,"['couch', 'door']","[0, 15]","['the', 'table', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'couch', 'and', 'the', 'door']",sr3d,True,True,True
scene0536_02,2,[1],choose the armchair that is in the middle of the coffee table and the stairs,scene0536_02-armchair-2-2-1,between,between,armchair,"['coffee table', 'stairs']","[9, 12]","['choose', 'the', 'armchair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'coffee', 'table', 'and', 'the', 'stairs']",sr3d,True,True,True
scene0536_02,2,[1],the armchair that is in the middle of the coffee table and the stairs,scene0536_02-armchair-2-2-1,between,between,armchair,"['coffee table', 'stairs']","[9, 12]","['the', 'armchair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'coffee', 'table', 'and', 'the', 'stairs']",sr3d,True,True,True
scene0536_02,1,[2],find the armchair that is in the middle of the coffee table and the door,scene0536_02-armchair-2-1-2,between,between,armchair,"['coffee table', 'door']","[9, 15]","['find', 'the', 'armchair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'coffee', 'table', 'and', 'the', 'door']",sr3d,True,True,True
scene0536_02,1,[2],the armchair that is in the center of the coffee table and the door,scene0536_02-armchair-2-1-2,between,between,armchair,"['coffee table', 'door']","[9, 15]","['the', 'armchair', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'coffee', 'table', 'and', 'the', 'door']",sr3d,True,True,True
scene0536_02,8,[17],the table that is in the middle of the stairs and the pillow,scene0536_02-table-2-8-17,between,between,table,"['stairs', 'pillow']","[12, 20]","['the', 'table', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'stairs', 'and', 'the', 'pillow']",sr3d,True,True,True
scene0536_02,8,[17],choose the table that is in the center of the stairs and the pillow,scene0536_02-table-2-8-17,between,between,table,"['stairs', 'pillow']","[12, 20]","['choose', 'the', 'table', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'stairs', 'and', 'the', 'pillow']",sr3d,True,True,True
scene0536_02,17,[8],choose the table that is in the center of the door and the pillow,scene0536_02-table-2-17-8,between,between,table,"['door', 'pillow']","[15, 20]","['choose', 'the', 'table', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'pillow']",sr3d,True,True,True
scene0536_02,17,[8],the table that is in the center of the door and the pillow,scene0536_02-table-2-17-8,between,between,table,"['door', 'pillow']","[15, 20]","['the', 'table', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'door', 'and', 'the', 'pillow']",sr3d,True,True,True
scene0345_00,23,[22],find the cabinet that is between the table and the tv,scene0345_00-cabinet-2-23-22,between,between,cabinet,"['table', 'tv']","[20, 30]","['find', 'the', 'cabinet', 'that', 'is', 'between', 'the', 'table', 'and', 'the', 'tv']",sr3d,True,True,True
scene0345_00,23,[22],choose the cabinet that is between the table and the tv,scene0345_00-cabinet-2-23-22,between,between,cabinet,"['table', 'tv']","[20, 30]","['choose', 'the', 'cabinet', 'that', 'is', 'between', 'the', 'table', 'and', 'the', 'tv']",sr3d,True,True,True
scene0345_00,23,[22],the cabinet that is between the trash can and the tv,scene0345_00-cabinet-2-23-22,between,between,cabinet,"['trash can', 'tv']","[29, 30]","['the', 'cabinet', 'that', 'is', 'between', 'the', 'trash', 'can', 'and', 'the', 'tv']",sr3d,True,True,True
scene0345_00,23,[22],find the cabinet that is between the trash can and the tv,scene0345_00-cabinet-2-23-22,between,between,cabinet,"['trash can', 'tv']","[29, 30]","['find', 'the', 'cabinet', 'that', 'is', 'between', 'the', 'trash', 'can', 'and', 'the', 'tv']",sr3d,True,True,True
scene0502_02,12,[2],find the box that is in the middle of the copier and the tv stand,scene0502_02-box-2-12-2,between,between,box,"['copier', 'tv stand']","[0, 8]","['find', 'the', 'box', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'copier', 'and', 'the', 'tv', 'stand']",sr3d,True,True,True
scene0502_02,12,[2],select the box that is in the center of the copier and the tv stand,scene0502_02-box-2-12-2,between,between,box,"['copier', 'tv stand']","[0, 8]","['select', 'the', 'box', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'copier', 'and', 'the', 'tv', 'stand']",sr3d,True,True,True
scene0502_02,12,[2],the box that is in the middle of the copier and the recycling bin,scene0502_02-box-2-12-2,between,between,box,"['copier', 'recycling bin']","[0, 9]","['the', 'box', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'copier', 'and', 'the', 'recycling', 'bin']",sr3d,True,True,True
scene0502_02,12,[2],find the box that is in the middle of the copier and the recycling bin,scene0502_02-box-2-12-2,between,between,box,"['copier', 'recycling bin']","[0, 9]","['find', 'the', 'box', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'copier', 'and', 'the', 'recycling', 'bin']",sr3d,True,True,True
scene0588_01,0,[1],choose the plant that is in the center of the curtain and the doors,scene0588_01-plant-2-0-1,between,between,plant,"['curtain', 'doors']","[15, 16]","['choose', 'the', 'plant', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'curtain', 'and', 'the', 'doors']",sr3d,True,True,True
scene0588_01,0,[1],find the plant that is in the middle of the curtain and the doors,scene0588_01-plant-2-0-1,between,between,plant,"['curtain', 'doors']","[15, 16]","['find', 'the', 'plant', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'curtain', 'and', 'the', 'doors']",sr3d,True,True,True
scene0588_01,30,"[29, 31]",the cabinet that is in the middle of the curtain and the doors,scene0588_01-cabinet-3-30-29-31,between,between,cabinet,"['curtain', 'doors']","[15, 16]","['the', 'cabinet', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'curtain', 'and', 'the', 'doors']",sr3d,True,True,True
scene0588_01,30,"[29, 31]",choose the cabinet that is in the center of the curtain and the doors,scene0588_01-cabinet-3-30-29-31,between,between,cabinet,"['curtain', 'doors']","[15, 16]","['choose', 'the', 'cabinet', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'curtain', 'and', 'the', 'doors']",sr3d,True,True,True
scene0588_01,30,"[29, 31]",find the cabinet that is between the doors and the piano,scene0588_01-cabinet-3-30-29-31,between,between,cabinet,"['doors', 'piano']","[16, 36]","['find', 'the', 'cabinet', 'that', 'is', 'between', 'the', 'doors', 'and', 'the', 'piano']",sr3d,True,True,True
scene0588_01,30,"[29, 31]",the cabinet that is between the doors and the piano,scene0588_01-cabinet-3-30-29-31,between,between,cabinet,"['doors', 'piano']","[16, 36]","['the', 'cabinet', 'that', 'is', 'between', 'the', 'doors', 'and', 'the', 'piano']",sr3d,True,True,True
scene0588_01,8,"[5, 9, 27]",the couch that is in the center of the table and the piano,scene0588_01-couch-4-8-5-9-27,between,between,couch,"['table', 'piano']","[19, 36]","['the', 'couch', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'table', 'and', 'the', 'piano']",sr3d,True,True,True
scene0588_01,8,"[5, 9, 27]",choose the couch that is in the center of the table and the piano,scene0588_01-couch-4-8-5-9-27,between,between,couch,"['table', 'piano']","[19, 36]","['choose', 'the', 'couch', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'table', 'and', 'the', 'piano']",sr3d,True,True,True
scene0167_00,7,"[0, 1]",select the table that is in the center of the coffee table and the ottoman,scene0167_00-table-3-7-0-1,between,between,table,"['coffee table', 'ottoman']","[4, 14]","['select', 'the', 'table', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'coffee', 'table', 'and', 'the', 'ottoman']",sr3d,True,True,True
scene0167_00,7,"[0, 1]",the table that is in the middle of the coffee table and the ottoman,scene0167_00-table-3-7-0-1,between,between,table,"['coffee table', 'ottoman']","[4, 14]","['the', 'table', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'coffee', 'table', 'and', 'the', 'ottoman']",sr3d,True,True,True
scene0126_00,30,[4],the office chair that is in the middle of the cabinet and the chair,scene0126_00-office_chair-2-30-4,between,between,office chair,"['cabinet', 'chair']","[0, 3]","['the', 'office', 'chair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'cabinet', 'and', 'the', 'chair']",sr3d,True,True,True
scene0126_00,30,[4],select the office chair that is in the center of the cabinet and the chair,scene0126_00-office_chair-2-30-4,between,between,office chair,"['cabinet', 'chair']","[0, 3]","['select', 'the', 'office', 'chair', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'chair']",sr3d,True,True,True
scene0126_00,28,[11],find the trash can that is in the middle of the cabinet and the chair,scene0126_00-trash_can-2-28-11,between,between,trash can,"['cabinet', 'chair']","[0, 3]","['find', 'the', 'trash', 'can', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'cabinet', 'and', 'the', 'chair']",sr3d,True,True,True
scene0126_00,28,[11],the trash can that is in the center of the cabinet and the chair,scene0126_00-trash_can-2-28-11,between,between,trash can,"['cabinet', 'chair']","[0, 3]","['the', 'trash', 'can', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'chair']",sr3d,True,True,True
scene0126_00,10,[9],the monitor that is in the middle of the cabinet and the door,scene0126_00-monitor-2-10-9,between,between,monitor,"['cabinet', 'door']","[0, 8]","['the', 'monitor', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'cabinet', 'and', 'the', 'door']",sr3d,True,True,True
scene0126_00,10,[9],choose the monitor that is in the center of the cabinet and the door,scene0126_00-monitor-2-10-9,between,between,monitor,"['cabinet', 'door']","[0, 8]","['choose', 'the', 'monitor', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'door']",sr3d,True,True,True
scene0126_00,31,[27],choose the file cabinet that is in the center of the cabinet and the door,scene0126_00-file_cabinet-2-31-27,between,between,file cabinet,"['cabinet', 'door']","[0, 8]","['choose', 'the', 'file', 'cabinet', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'door']",sr3d,True,True,True
scene0126_00,31,[27],select the file cabinet that is in the center of the cabinet and the door,scene0126_00-file_cabinet-2-31-27,between,between,file cabinet,"['cabinet', 'door']","[0, 8]","['select', 'the', 'file', 'cabinet', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'door']",sr3d,True,True,True
scene0126_00,30,[4],select the office chair that is in the center of the cabinet and the bookshelf,scene0126_00-office_chair-2-30-4,between,between,office chair,"['cabinet', 'bookshelf']","[0, 17]","['select', 'the', 'office', 'chair', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,30,[4],choose the office chair that is in the middle of the cabinet and the bookshelf,scene0126_00-office_chair-2-30-4,between,between,office chair,"['cabinet', 'bookshelf']","[0, 17]","['choose', 'the', 'office', 'chair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'cabinet', 'and', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,10,[9],choose the monitor that is in the center of the cabinet and the bookshelf,scene0126_00-monitor-2-10-9,between,between,monitor,"['cabinet', 'bookshelf']","[0, 17]","['choose', 'the', 'monitor', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,10,[9],choose the monitor that is in the middle of the cabinet and the bookshelf,scene0126_00-monitor-2-10-9,between,between,monitor,"['cabinet', 'bookshelf']","[0, 17]","['choose', 'the', 'monitor', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'cabinet', 'and', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,28,[11],the trash can that is in the center of the cabinet and the bookshelf,scene0126_00-trash_can-2-28-11,between,between,trash can,"['cabinet', 'bookshelf']","[0, 17]","['the', 'trash', 'can', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'cabinet', 'and', 'the', 'bookshelf']",sr3d,True,True,True
