scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train
scene0260_00,5,[24],"facing the front of the toilet, pick the towel that is on the left side of the toilet",scene0260_00-towel-2-5-24,allocentric,left,towel,['toilet'],[6],"['facing', 'the', 'front', 'of', 'the', 'toilet', 'pick', 'the', 'towel', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'toilet']",sr3d,True,True,True
scene0260_00,5,[24],"facing the front of the toilet, choose the towel that is on the left side of it",scene0260_00-towel-2-5-24,allocentric,left,towel,['toilet'],[6],"['facing', 'the', 'front', 'of', 'the', 'toilet', 'choose', 'the', 'towel', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'it']",sr3d,True,True,True
scene0260_00,24,[5],"facing the front of the toilet, choose the towel that is to the right of it",scene0260_00-towel-2-24-5,allocentric,right,towel,['toilet'],[6],"['facing', 'the', 'front', 'of', 'the', 'toilet', 'choose', 'the', 'towel', 'that', 'is', 'to', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0260_00,24,[5],"facing the front of the toilet, pick the towel that is to the right of the toilet",scene0260_00-towel-2-24-5,allocentric,right,towel,['toilet'],[6],"['facing', 'the', 'front', 'of', 'the', 'toilet', 'pick', 'the', 'towel', 'that', 'is', 'to', 'the', 'right', 'of', 'the', 'toilet']",sr3d,True,True,True
scene0536_01,20,[19],"looking at the front of the couch, choose the table that is to the right of it",scene0536_01-table-2-20-19,allocentric,right,table,['couch'],[0],"['looking', 'at', 'the', 'front', 'of', 'the', 'couch', 'choose', 'the', 'table', 'that', 'is', 'to', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0536_01,20,[19],"facing the front of the couch, pick the table that is to the right of the couch",scene0536_01-table-2-20-19,allocentric,right,table,['couch'],[0],"['facing', 'the', 'front', 'of', 'the', 'couch', 'pick', 'the', 'table', 'that', 'is', 'to', 'the', 'right', 'of', 'the', 'couch']",sr3d,True,True,True
scene0536_02,17,[8],"looking at the front of the couch, pick the table that is to the left of the couch",scene0536_02-table-2-17-8,allocentric,left,table,['couch'],[0],"['looking', 'at', 'the', 'front', 'of', 'the', 'couch', 'pick', 'the', 'table', 'that', 'is', 'to', 'the', 'left', 'of', 'the', 'couch']",sr3d,True,True,True
scene0536_02,17,[8],"facing the front of the couch, select the table that is on the left side of it",scene0536_02-table-2-17-8,allocentric,left,table,['couch'],[0],"['facing', 'the', 'front', 'of', 'the', 'couch', 'select', 'the', 'table', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'it']",sr3d,True,True,True
scene0536_02,10,[11],"looking at the front of the couch, select the lamp that is on the right of it",scene0536_02-lamp-2-10-11,allocentric,right,lamp,['couch'],[0],"['looking', 'at', 'the', 'front', 'of', 'the', 'couch', 'select', 'the', 'lamp', 'that', 'is', 'on', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0536_02,10,[11],"looking the couch from the side you sit on it, choose the lamp that is to the right of this couch",scene0536_02-lamp-2-10-11,allocentric,right,lamp,['couch'],[0],"['looking', 'the', 'couch', 'from', 'the', 'side', 'you', 'sit', 'on', 'it', 'choose', 'the', 'lamp', 'that', 'is', 'to', 'the', 'right', 'of', 'this', 'couch']",sr3d,True,True,True
scene0536_01,7,[6],"looking at the front of the couch, choose the lamp that is to the left of it",scene0536_01-lamp-2-7-6,allocentric,left,lamp,['couch'],[0],"['looking', 'at', 'the', 'front', 'of', 'the', 'couch', 'choose', 'the', 'lamp', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0536_01,7,[6],"facing the front of the couch, select the lamp that is to the left of it",scene0536_01-lamp-2-7-6,allocentric,left,lamp,['couch'],[0],"['facing', 'the', 'front', 'of', 'the', 'couch', 'select', 'the', 'lamp', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0320_00,9,"[10, 46]","looking at the front of the desk, choose the stool that is on the right of it",scene0320_00-stool-3-9-10-46,allocentric,right,stool,['desk'],[8],"['looking', 'at', 'the', 'front', 'of', 'the', 'desk', 'choose', 'the', 'stool', 'that', 'is', 'on', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0320_00,9,"[10, 46]","facing the front of the desk, select the stool that is on the right side of it",scene0320_00-stool-3-9-10-46,allocentric,right,stool,['desk'],[8],"['facing', 'the', 'front', 'of', 'the', 'desk', 'select', 'the', 'stool', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'it']",sr3d,True,True,True
scene0102_00,8,"[31, 33]","facing the front of the cabinet, choose the window that is to the right of it",scene0102_00-window-3-8-31-33,allocentric,right,window,['cabinet'],[11],"['facing', 'the', 'front', 'of', 'the', 'cabinet', 'choose', 'the', 'window', 'that', 'is', 'to', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0102_00,8,"[31, 33]","looking at the front of the cabinet, pick the window that is on the right side of the cabinet",scene0102_00-window-3-8-31-33,allocentric,right,window,['cabinet'],[11],"['looking', 'at', 'the', 'front', 'of', 'the', 'cabinet', 'pick', 'the', 'window', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'cabinet']",sr3d,True,True,True
scene0042_00,1,[15],"looking at the front of the toilet, select the bathroom stall door that is on the left of it",scene0042_00-bathroom_stall_door-2-1-15,allocentric,left,bathroom stall door,['toilet'],[0],"['looking', 'at', 'the', 'front', 'of', 'the', 'toilet', 'select', 'the', 'bathroom', 'stall', 'door', 'that', 'is', 'on', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0042_00,1,[15],"facing the front of the toilet, select the bathroom stall door that is to the left of it",scene0042_00-bathroom_stall_door-2-1-15,allocentric,left,bathroom stall door,['toilet'],[0],"['facing', 'the', 'front', 'of', 'the', 'toilet', 'select', 'the', 'bathroom', 'stall', 'door', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0085_00,28,[30],"looking at the front of the nightstand, pick the pillow that is to the left of the nightstand",scene0085_00-pillow-2-28-30,allocentric,left,pillow,['nightstand'],[0],"['looking', 'at', 'the', 'front', 'of', 'the', 'nightstand', 'pick', 'the', 'pillow', 'that', 'is', 'to', 'the', 'left', 'of', 'the', 'nightstand']",sr3d,True,True,True
scene0085_00,28,[30],"facing the front of the nightstand, choose the pillow that is to the left of it",scene0085_00-pillow-2-28-30,allocentric,left,pillow,['nightstand'],[0],"['facing', 'the', 'front', 'of', 'the', 'nightstand', 'choose', 'the', 'pillow', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0085_00,30,[28],"looking at the front of the nightstand, pick the pillow that is on the right side of the nightstand",scene0085_00-pillow-2-30-28,allocentric,right,pillow,['nightstand'],[0],"['looking', 'at', 'the', 'front', 'of', 'the', 'nightstand', 'pick', 'the', 'pillow', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'nightstand']",sr3d,True,True,True
scene0085_00,30,[28],"facing the front of the nightstand, choose the pillow that is on the right side of it",scene0085_00-pillow-2-30-28,allocentric,right,pillow,['nightstand'],[0],"['facing', 'the', 'front', 'of', 'the', 'nightstand', 'choose', 'the', 'pillow', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'it']",sr3d,True,True,True
scene0085_00,6,"[5, 24]","facing the front of the tv, select the lamp that is on the right of it",scene0085_00-lamp-3-6-5-24,allocentric,right,lamp,['tv'],[13],"['facing', 'the', 'front', 'of', 'the', 'tv', 'select', 'the', 'lamp', 'that', 'is', 'on', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0085_00,6,"[5, 24]","facing the front of the tv, pick the lamp that is on the right of the tv",scene0085_00-lamp-3-6-5-24,allocentric,right,lamp,['tv'],[13],"['facing', 'the', 'front', 'of', 'the', 'tv', 'pick', 'the', 'lamp', 'that', 'is', 'on', 'the', 'right', 'of', 'the', 'tv']",sr3d,True,True,True
scene0631_02,1,[5],"looking at the front of the bed, select the nightstand that is to the left of it",scene0631_02-nightstand-2-1-5,allocentric,left,nightstand,['bed'],[3],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'select', 'the', 'nightstand', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0631_02,1,[5],"facing the front of the bed, pick the nightstand that is to the left of the bed",scene0631_02-nightstand-2-1-5,allocentric,left,nightstand,['bed'],[3],"['facing', 'the', 'front', 'of', 'the', 'bed', 'pick', 'the', 'nightstand', 'that', 'is', 'to', 'the', 'left', 'of', 'the', 'bed']",sr3d,True,True,True
scene0631_02,5,[1],"facing the front of the bed, choose the nightstand that is on the right of it",scene0631_02-nightstand-2-5-1,allocentric,right,nightstand,['bed'],[3],"['facing', 'the', 'front', 'of', 'the', 'bed', 'choose', 'the', 'nightstand', 'that', 'is', 'on', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0631_02,5,[1],"facing the front of the bed, select the nightstand that is on the right side of it",scene0631_02-nightstand-2-5-1,allocentric,right,nightstand,['bed'],[3],"['facing', 'the', 'front', 'of', 'the', 'bed', 'select', 'the', 'nightstand', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'it']",sr3d,True,True,True
scene0126_00,4,[30],select the office chair that is in front of the cabinet,scene0126_00-office_chair-2-4-30,allocentric,front,office chair,['cabinet'],[0],"['select', 'the', 'office', 'chair', 'that', 'is', 'in', 'front', 'of', 'the', 'cabinet']",sr3d,True,True,True
scene0126_00,4,[30],choose the office chair that is in front of the cabinet,scene0126_00-office_chair-2-4-30,allocentric,front,office chair,['cabinet'],[0],"['choose', 'the', 'office', 'chair', 'that', 'is', 'in', 'front', 'of', 'the', 'cabinet']",sr3d,True,True,True
scene0126_00,9,[10],select the monitor that is in front of the cabinet,scene0126_00-monitor-2-9-10,allocentric,front,monitor,['cabinet'],[0],"['select', 'the', 'monitor', 'that', 'is', 'in', 'front', 'of', 'the', 'cabinet']",sr3d,True,True,True
scene0126_00,9,[10],find the monitor that is in front of the cabinet,scene0126_00-monitor-2-9-10,allocentric,front,monitor,['cabinet'],[0],"['find', 'the', 'monitor', 'that', 'is', 'in', 'front', 'of', 'the', 'cabinet']",sr3d,True,True,True
scene0126_00,1,[19],select the shelf that is in front of the bookshelf,scene0126_00-shelf-2-1-19,allocentric,front,shelf,['bookshelf'],[17],"['select', 'the', 'shelf', 'that', 'is', 'in', 'front', 'of', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,1,[19],choose the shelf that is in front of the bookshelf,scene0126_00-shelf-2-1-19,allocentric,front,shelf,['bookshelf'],[17],"['choose', 'the', 'shelf', 'that', 'is', 'in', 'front', 'of', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,19,[1],"looking at the front of the bookshelf, choose the shelf that is to the right of it",scene0126_00-shelf-2-19-1,allocentric,right,shelf,['bookshelf'],[17],"['looking', 'at', 'the', 'front', 'of', 'the', 'bookshelf', 'choose', 'the', 'shelf', 'that', 'is', 'to', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0126_00,19,[1],"facing the front of the bookshelf, choose the shelf that is to the right of it",scene0126_00-shelf-2-19-1,allocentric,right,shelf,['bookshelf'],[17],"['facing', 'the', 'front', 'of', 'the', 'bookshelf', 'choose', 'the', 'shelf', 'that', 'is', 'to', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0126_00,9,[10],choose the monitor that is in front of the bookshelf,scene0126_00-monitor-2-9-10,allocentric,front,monitor,['bookshelf'],[17],"['choose', 'the', 'monitor', 'that', 'is', 'in', 'front', 'of', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,9,[10],select the monitor that is in front of the bookshelf,scene0126_00-monitor-2-9-10,allocentric,front,monitor,['bookshelf'],[17],"['select', 'the', 'monitor', 'that', 'is', 'in', 'front', 'of', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,11,[28],choose the trash can that is in front of the bookshelf,scene0126_00-trash_can-2-11-28,allocentric,front,trash can,['bookshelf'],[17],"['choose', 'the', 'trash', 'can', 'that', 'is', 'in', 'front', 'of', 'the', 'bookshelf']",sr3d,True,True,True
scene0126_00,11,[28],find the trash can that is in front of the bookshelf,scene0126_00-trash_can-2-11-28,allocentric,front,trash can,['bookshelf'],[17],"['find', 'the', 'trash', 'can', 'that', 'is', 'in', 'front', 'of', 'the', 'bookshelf']",sr3d,True,True,True
scene0184_00,2,"[12, 30]",select the door that is in front of the shelf,scene0184_00-door-3-2-12-30,allocentric,front,door,['shelf'],[0],"['select', 'the', 'door', 'that', 'is', 'in', 'front', 'of', 'the', 'shelf']",sr3d,True,True,True
scene0184_00,2,"[12, 30]",find the door that is in front of the shelf,scene0184_00-door-3-2-12-30,allocentric,front,door,['shelf'],[0],"['find', 'the', 'door', 'that', 'is', 'in', 'front', 'of', 'the', 'shelf']",sr3d,True,True,True
scene0184_00,30,"[2, 12]","facing the front of the shelf, choose the door that is on the left of it",scene0184_00-door-3-30-2-12,allocentric,left,door,['shelf'],[0],"['facing', 'the', 'front', 'of', 'the', 'shelf', 'choose', 'the', 'door', 'that', 'is', 'on', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0184_00,30,"[2, 12]","looking at the front of the shelf, select the door that is on the left of it",scene0184_00-door-3-30-2-12,allocentric,left,door,['shelf'],[0],"['looking', 'at', 'the', 'front', 'of', 'the', 'shelf', 'select', 'the', 'door', 'that', 'is', 'on', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0184_00,16,[19],select the lamp that is in front of the shelf,scene0184_00-lamp-2-16-19,allocentric,front,lamp,['shelf'],[0],"['select', 'the', 'lamp', 'that', 'is', 'in', 'front', 'of', 'the', 'shelf']",sr3d,True,True,True
scene0184_00,16,[19],choose the lamp that is in front of the shelf,scene0184_00-lamp-2-16-19,allocentric,front,lamp,['shelf'],[0],"['choose', 'the', 'lamp', 'that', 'is', 'in', 'front', 'of', 'the', 'shelf']",sr3d,True,True,True
scene0184_00,17,[18],find the nightstand that is in front of the shelf,scene0184_00-nightstand-2-17-18,allocentric,front,nightstand,['shelf'],[0],"['find', 'the', 'nightstand', 'that', 'is', 'in', 'front', 'of', 'the', 'shelf']",sr3d,True,True,True
scene0184_00,17,[18],select the nightstand that is in front of the shelf,scene0184_00-nightstand-2-17-18,allocentric,front,nightstand,['shelf'],[0],"['select', 'the', 'nightstand', 'that', 'is', 'in', 'front', 'of', 'the', 'shelf']",sr3d,True,True,True
scene0184_00,12,"[2, 30]","looking at the front of the bed, choose the door that is on the left side of it",scene0184_00-door-3-12-2-30,allocentric,left,door,['bed'],[1],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'choose', 'the', 'door', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'it']",sr3d,True,True,True
scene0184_00,12,"[2, 30]","looking at the front of the bed, select the door that is on the left side of it",scene0184_00-door-3-12-2-30,allocentric,left,door,['bed'],[1],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'select', 'the', 'door', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'it']",sr3d,True,True,True
scene0184_00,5,[15],select the dresser that is in front of the bed,scene0184_00-dresser-2-5-15,allocentric,front,dresser,['bed'],[1],"['select', 'the', 'dresser', 'that', 'is', 'in', 'front', 'of', 'the', 'bed']",sr3d,True,True,True
scene0184_00,5,[15],find the dresser that is in front of the bed,scene0184_00-dresser-2-5-15,allocentric,front,dresser,['bed'],[1],"['find', 'the', 'dresser', 'that', 'is', 'in', 'front', 'of', 'the', 'bed']",sr3d,True,True,True
scene0184_00,15,[5],"looking at the front of the bed, select the dresser that is to the left of it",scene0184_00-dresser-2-15-5,allocentric,left,dresser,['bed'],[1],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'select', 'the', 'dresser', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0184_00,15,[5],"looking at the front of the bed, choose the dresser that is on the left side of it",scene0184_00-dresser-2-15-5,allocentric,left,dresser,['bed'],[1],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'choose', 'the', 'dresser', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'it']",sr3d,True,True,True
scene0184_00,16,[19],"facing the front of the bed, select the lamp that is on the left of it",scene0184_00-lamp-2-16-19,allocentric,left,lamp,['bed'],[1],"['facing', 'the', 'front', 'of', 'the', 'bed', 'select', 'the', 'lamp', 'that', 'is', 'on', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0184_00,16,[19],"looking at the front of the bed, choose the lamp that is on the left of it",scene0184_00-lamp-2-16-19,allocentric,left,lamp,['bed'],[1],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'choose', 'the', 'lamp', 'that', 'is', 'on', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0184_00,19,[16],"looking at the front of the bed, choose the lamp that is on the right side of it",scene0184_00-lamp-2-19-16,allocentric,right,lamp,['bed'],[1],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'choose', 'the', 'lamp', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'it']",sr3d,True,True,True
scene0184_00,19,[16],"facing the front of the bed, pick the lamp that is to the right of the bed",scene0184_00-lamp-2-19-16,allocentric,right,lamp,['bed'],[1],"['facing', 'the', 'front', 'of', 'the', 'bed', 'pick', 'the', 'lamp', 'that', 'is', 'to', 'the', 'right', 'of', 'the', 'bed']",sr3d,True,True,True
scene0184_00,8,"[7, 26, 28]",choose the pillow that is in front of the tv,scene0184_00-pillow-4-8-7-26-28,allocentric,front,pillow,['tv'],[6],"['choose', 'the', 'pillow', 'that', 'is', 'in', 'front', 'of', 'the', 'tv']",sr3d,True,True,True
scene0184_00,8,"[7, 26, 28]",select the pillow that is in front of the tv,scene0184_00-pillow-4-8-7-26-28,allocentric,front,pillow,['tv'],[6],"['select', 'the', 'pillow', 'that', 'is', 'in', 'front', 'of', 'the', 'tv']",sr3d,True,True,True
scene0543_02,8,[9],"facing the front of the desk, select the table that is on the right side of it",scene0543_02-table-2-8-9,allocentric,right,table,['desk'],[7],"['facing', 'the', 'front', 'of', 'the', 'desk', 'select', 'the', 'table', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'it']",sr3d,True,True,True
scene0543_02,8,[9],"facing the front of the desk, pick the table that is to the right of the desk",scene0543_02-table-2-8-9,allocentric,right,table,['desk'],[7],"['facing', 'the', 'front', 'of', 'the', 'desk', 'pick', 'the', 'table', 'that', 'is', 'to', 'the', 'right', 'of', 'the', 'desk']",sr3d,True,True,True
scene0543_02,9,[8],"looking at the front of the desk, pick the table that is on the left of the desk",scene0543_02-table-2-9-8,allocentric,left,table,['desk'],[7],"['looking', 'at', 'the', 'front', 'of', 'the', 'desk', 'pick', 'the', 'table', 'that', 'is', 'on', 'the', 'left', 'of', 'the', 'desk']",sr3d,True,True,True
scene0543_02,9,[8],"looking at the front of the desk, pick the table that is on the left side of the desk",scene0543_02-table-2-9-8,allocentric,left,table,['desk'],[7],"['looking', 'at', 'the', 'front', 'of', 'the', 'desk', 'pick', 'the', 'table', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'desk']",sr3d,True,True,True
scene0392_00,3,[33],"facing the front of the couch, pick the cabinet that is on the right side of the couch",scene0392_00-cabinet-2-3-33,allocentric,right,cabinet,['couch'],[2],"['facing', 'the', 'front', 'of', 'the', 'couch', 'pick', 'the', 'cabinet', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'couch']",sr3d,True,True,True
scene0392_00,3,[33],"looking at the front of the couch, select the cabinet that is on the right side of it",scene0392_00-cabinet-2-3-33,allocentric,right,cabinet,['couch'],[2],"['looking', 'at', 'the', 'front', 'of', 'the', 'couch', 'select', 'the', 'cabinet', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'it']",sr3d,True,True,True
scene0392_00,29,[25],choose the door that is in front of the bathroom vanity,scene0392_00-door-2-29-25,allocentric,front,door,['bathroom vanity'],[6],"['choose', 'the', 'door', 'that', 'is', 'in', 'front', 'of', 'the', 'bathroom', 'vanity']",sr3d,True,True,True
scene0392_00,29,[25],find the door that is in front of the bathroom vanity,scene0392_00-door-2-29-25,allocentric,front,door,['bathroom vanity'],[6],"['find', 'the', 'door', 'that', 'is', 'in', 'front', 'of', 'the', 'bathroom', 'vanity']",sr3d,True,True,True
scene0392_00,33,[3],select the cabinet that is in front of the bed,scene0392_00-cabinet-2-33-3,allocentric,front,cabinet,['bed'],[9],"['select', 'the', 'cabinet', 'that', 'is', 'in', 'front', 'of', 'the', 'bed']",sr3d,True,True,True
scene0392_00,33,[3],find the cabinet that is in front of the bed,scene0392_00-cabinet-2-33-3,allocentric,front,cabinet,['bed'],[9],"['find', 'the', 'cabinet', 'that', 'is', 'in', 'front', 'of', 'the', 'bed']",sr3d,True,True,True
scene0392_00,33,[3],choose the cabinet that is in front of the backpack,scene0392_00-cabinet-2-33-3,allocentric,front,cabinet,['backpack'],[36],"['choose', 'the', 'cabinet', 'that', 'is', 'in', 'front', 'of', 'the', 'backpack']",sr3d,True,True,True
scene0392_00,33,[3],select the cabinet that is in front of the backpack,scene0392_00-cabinet-2-33-3,allocentric,front,cabinet,['backpack'],[36],"['select', 'the', 'cabinet', 'that', 'is', 'in', 'front', 'of', 'the', 'backpack']",sr3d,True,True,True
scene0143_00,13,[19],"looking at the front of the bed, choose the picture that is on the right side of it",scene0143_00-picture-2-13-19,allocentric,right,picture,['bed'],[3],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'choose', 'the', 'picture', 'that', 'is', 'on', 'the', 'right', 'side', 'of', 'it']",sr3d,True,True,True
scene0143_00,13,[19],"looking at the front of the bed, pick the picture that is on the right of the bed",scene0143_00-picture-2-13-19,allocentric,right,picture,['bed'],[3],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'pick', 'the', 'picture', 'that', 'is', 'on', 'the', 'right', 'of', 'the', 'bed']",sr3d,True,True,True
scene0143_00,19,[13],"facing the front of the bed, pick the picture that is to the left of the bed",scene0143_00-picture-2-19-13,allocentric,left,picture,['bed'],[3],"['facing', 'the', 'front', 'of', 'the', 'bed', 'pick', 'the', 'picture', 'that', 'is', 'to', 'the', 'left', 'of', 'the', 'bed']",sr3d,True,True,True
scene0143_00,19,[13],"facing the front of the bed, pick the picture that is on the left of the bed",scene0143_00-picture-2-19-13,allocentric,left,picture,['bed'],[3],"['facing', 'the', 'front', 'of', 'the', 'bed', 'pick', 'the', 'picture', 'that', 'is', 'on', 'the', 'left', 'of', 'the', 'bed']",sr3d,True,True,True
scene0270_00,28,[36],"facing the front of the desk, choose the door that is to the right of it",scene0270_00-door-2-28-36,allocentric,right,door,['desk'],[3],"['facing', 'the', 'front', 'of', 'the', 'desk', 'choose', 'the', 'door', 'that', 'is', 'to', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0270_00,28,[36],"facing the front of the desk, select the door that is to the right of it",scene0270_00-door-2-28-36,allocentric,right,door,['desk'],[3],"['facing', 'the', 'front', 'of', 'the', 'desk', 'select', 'the', 'door', 'that', 'is', 'to', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0270_00,41,[42],find the picture that is in front of the desk,scene0270_00-picture-2-41-42,allocentric,front,picture,['desk'],[3],"['find', 'the', 'picture', 'that', 'is', 'in', 'front', 'of', 'the', 'desk']",sr3d,True,True,True
scene0270_00,41,[42],select the picture that is in front of the desk,scene0270_00-picture-2-41-42,allocentric,front,picture,['desk'],[3],"['select', 'the', 'picture', 'that', 'is', 'in', 'front', 'of', 'the', 'desk']",sr3d,True,True,True
scene0270_00,42,[41],"looking at the front of the nightstand, select the picture that is to the left of it",scene0270_00-picture-2-42-41,allocentric,left,picture,['nightstand'],[12],"['looking', 'at', 'the', 'front', 'of', 'the', 'nightstand', 'select', 'the', 'picture', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0270_00,42,[41],"looking at the front of the nightstand, choose the picture that is to the left of it",scene0270_00-picture-2-42-41,allocentric,left,picture,['nightstand'],[12],"['looking', 'at', 'the', 'front', 'of', 'the', 'nightstand', 'choose', 'the', 'picture', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0270_00,16,[24],"facing the front of the office chair, pick the backpack that is on the right of the office chair",scene0270_00-backpack-2-16-24,allocentric,right,backpack,['office chair'],[34],"['facing', 'the', 'front', 'of', 'the', 'office', 'chair', 'pick', 'the', 'backpack', 'that', 'is', 'on', 'the', 'right', 'of', 'the', 'office', 'chair']",sr3d,True,True,True
