stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_train
scene0014_00-sink-2-28-29,"The sink on the right side of the countertop, closest to the open door.",True,656,589,scene0014_00,sink,28,"['the', 'sink', 'on', 'the', 'right', 'side', 'of', 'the', 'countertop', 'closest', 'to', 'the', 'open', 'door']",nr3d,True,True,True,False,False,True
scene0308_00-pillow-3-8-9-10,"Facing the headboard from the foot of the bed, it's the white pillow on the left.",True,181,471,scene0308_00,pillow,8,"['facing', 'the', 'headboard', 'from', 'the', 'foot', 'of', 'the', 'bed', 'it', 'is', 'the', 'white', 'pillow', 'on', 'the', 'left']",nr3d,True,True,True,True,False,True
scene0698_00-lamp-3-16-17-22,When facing the bed choose the lamp on the left side.,True,85,192,scene0698_00,lamp,16,"['when', 'facing', 'the', 'bed', 'choose', 'the', 'lamp', 'on', 'the', 'left', 'side']",nr3d,True,True,True,False,False,True
scene0020_00-window-2-3-15,The window that's closest to your right.,True,605,132,scene0020_00,window,3,"['the', 'window', 'that', 'is', 'closest', 'to', 'your', 'right']",nr3d,True,True,True,False,False,True
scene0006_00-suitcase-2-21-28,suitcase end of bed next to wall to left offour pictures on the wall.,True,629,553,scene0006_00,suitcase,21,"['suitcase', 'end', 'of', 'bed', 'next', 'to', 'wall', 'to', 'left', 'of', 'four', 'pictures', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True
scene0319_00-sofa_chair-4-20-4-5-19,"facing the couches, choose the second chair from the right.",True,67,14,scene0319_00,sofa chair,20,"['facing', 'the', 'couches', 'choose', 'the', 'second', 'chair', 'from', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0162_00-window-2-7-25,"The window on the left, when facing the windows.",True,322,701,scene0162_00,window,7,"['the', 'window', 'on', 'the', 'left', 'when', 'facing', 'the', 'windows']",nr3d,True,True,True,False,False,True
scene0592_00-window-6-56-10-12-55-57-58,The window right above computer monitor with something on screen,False,694,570,scene0592_00,window,56,"['the', 'window', 'right', 'above', 'computer', 'monitor', 'with', 'something', 'on', 'screen']",nr3d,True,True,True,False,False,True
scene0530_00-door-4-35-12-26-34,"The right-hand of the two side-by-side doors, when facing them.",True,353,662,scene0530_00,door,35,"['the', 'right', 'hand', 'of', 'the', 'two', 'side', 'by', 'side', 'doors', 'when', 'facing', 'them']",nr3d,True,True,True,False,False,True
scene0394_00-plant-6-60-0-23-43-68-81,"When standing looking at the bed, the correct plant is directly to the right of the bed, it has a lamp on near it.",True,411,132,scene0394_00,plant,60,"['when', 'standing', 'looking', 'at', 'the', 'bed', 'the', 'correct', 'plant', 'is', 'directly', 'to', 'the', 'right', 'of', 'the', 'bed', 'it', 'has', 'a', 'lamp', 'on', 'near', 'it']",nr3d,True,True,True,False,False,True
scene0398_00-desk-2-2-1,"Facing the window, the desk on the left.",True,564,353,scene0398_00,desk,2,"['facing', 'the', 'window', 'the', 'desk', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0254_00-bathroom_stall_door-3-26-25-27,The open stall door on the far left next to the long wood panel wall.,True,390,553,scene0254_00,bathroom stall door,26,"['the', 'open', 'stall', 'door', 'on', 'the', 'far', 'left', 'next', 'to', 'the', 'long', 'wood', 'panel', 'wall']",nr3d,True,True,True,False,True,True
scene0281_00-couch-3-16-15-17,"The long couch underneath a window, with a gray chair to its right.",True,618,714,scene0281_00,couch,16,"['the', 'long', 'couch', 'underneath', 'a', 'window', 'with', 'a', 'grey', 'chair', 'to', 'its', 'right']",nr3d,True,True,True,True,True,True
scene0101_00-shoes-5-16-14-15-17-18,In the row of shoes the shoe that is second to the left.,True,564,692,scene0101_00,shoes,16,"['in', 'the', 'row', 'of', 'shoes', 'the', 'shoe', 'that', 'is', 'second', 'to', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0510_00-toilet-2-6-5,toilet in the brightly lit stall,True,668,29,scene0510_00,toilet,6,"['toilet', 'in', 'the', 'brightly', 'lit', 'stall']",nr3d,True,True,True,False,False,True
scene0175_00-toilet_paper-5-33-12-31-32-34,"The second toilet paper from the left, up high.",True,322,77,scene0175_00,toilet paper,33,"['the', 'second', 'toilet', 'paper', 'from', 'the', 'left', 'up', 'high']",nr3d,True,True,True,False,False,True
scene0166_00-door-3-33-5-14,"There is a bookshelf between two doors. It is the door on the left, closest to the windows.",True,56,437,scene0166_00,door,33,"['there', 'is', 'a', 'bookshelf', 'between', 'two', 'doors', 'it', 'is', 'the', 'door', 'on', 'the', 'left', 'closest', 'to', 'the', 'windows']",nr3d,True,True,True,False,False,True
scene0584_00-box-2-27-28,smaller box on the left,True,224,17,scene0584_00,box,27,"['smaller', 'box', 'on', 'the', 'left']",nr3d,True,True,True,False,True,True
scene0395_00-monitor-4-32-0-25-33,"looking at the window from the door, the back right monitor.",True,94,358,scene0395_00,monitor,32,"['looking', 'at', 'the', 'window', 'from', 'the', 'door', 'the', 'back', 'right', 'monitor']",nr3d,True,True,True,False,False,True
scene0315_00-pillow-5-28-26-27-42-43,"Facing the couch, it's the pillow furthest to the right.",True,137,353,scene0315_00,pillow,28,"['facing', 'the', 'couch', 'it', 'is', 'the', 'pillow', 'farthest', 'to', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0279_00-mirror-2-41-46,The mirror is on the wall directly to the right of the door entering the suite.,True,75,21,scene0279_00,mirror,41,"['the', 'mirror', 'is', 'on', 'the', 'wall', 'directly', 'to', 'the', 'right', 'of', 'the', 'door', 'entering', 'the', 'suite']",nr3d,True,True,True,False,False,True
scene0002_00-window-2-38-37,Window on the right side of the desk if you are standing in front of the desk.,True,263,206,scene0002_00,window,38,"['window', 'on', 'the', 'right', 'side', 'of', 'the', 'desk', 'if', 'you', 'are', 'standing', 'in', 'front', 'of', 'the', 'desk']",nr3d,True,True,True,False,False,True
scene0319_00-sofa_chair-4-4-5-19-20,"if looking at the chairs from behind, toward the couches, is the middle chair on the left.",True,94,192,scene0319_00,sofa chair,4,"['if', 'looking', 'at', 'the', 'chairs', 'from', 'behind', 'toward', 'the', 'couches', 'is', 'the', 'middle', 'chair', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0213_00-window-2-21-20,The bigger window on the left side of the room,True,596,564,scene0213_00,window,21,"['the', 'bigger', 'window', 'on', 'the', 'left', 'side', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True
scene0254_00-toilet-2-22-23,"Of you are facing the toilets, it is the toilet on the right.",True,374,534,scene0254_00,toilet,22,"['of', 'you', 'are', 'facing', 'the', 'toilets', 'it', 'is', 'the', 'toilet', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0259_00-window-2-3-13,"facing the windows, the one on the right",True,534,523,scene0259_00,window,3,"['facing', 'the', 'windows', 'the', 'one', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0452_00-picture-5-23-19-20-21-22,the picture on the bottom right,True,440,85,scene0452_00,picture,23,"['the', 'picture', 'on', 'the', 'bottom', 'right']",nr3d,True,True,True,False,False,True
scene0632_00-books-5-12-8-9-10-11,the books on the top left,True,440,528,scene0632_00,books,12,"['the', 'books', 'on', 'the', 'top', 'left']",nr3d,True,True,True,False,False,True
scene0286_00-window-3-34-14-30,The narrow window pane on the left hand side from the large window pane,False,570,617,scene0286_00,window,34,"['the', 'narrow', 'window', 'pane', 'on', 'the', 'left', 'hand', 'side', 'from', 'the', 'large', 'window', 'pane']",nr3d,True,True,True,False,True,True
scene0413_00-shoes-5-18-19-22-23-24,"When facing towards the closest, these shoes are on the top and to the right side.",True,595,434,scene0413_00,shoes,18,"['when', 'facing', 'towards', 'the', 'closest', 'these', 'shoes', 'are', 'on', 'the', 'top', 'and', 'to', 'the', 'right', 'side']",nr3d,True,True,True,False,False,True
scene0661_00-table-5-7-6-8-9-10,"When facing the windows, the small rectangular table all the way on the right.",True,309,471,scene0661_00,table,7,"['when', 'facing', 'the', 'windows', 'the', 'small', 'rectangular', 'table', 'all', 'the', 'way', 'on', 'the', 'right']",nr3d,True,True,True,False,True,True
scene0467_00-pillow-3-5-20-21,"When facing the wall with many pictures hanging on it, choose the pillow that is second from the left on the sofa.",True,183,485,scene0467_00,pillow,5,"['when', 'facing', 'the', 'wall', 'with', 'many', 'pictures', 'hanging', 'on', 'it', 'choose', 'the', 'pillow', 'that', 'is', 'second', 'from', 'the', 'left', 'on', 'the', 'sofa']",nr3d,True,True,True,False,False,True
scene0547_00-monitor-3-34-35-43,"Facing the two monitors next to each other, choose the monitor on the left.",True,183,663,scene0547_00,monitor,34,"['facing', 'the', 'two', 'monitors', 'next', 'to', 'each', 'other', 'choose', 'the', 'monitor', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0576_00-nightstand-2-1-0,The nightstand on the left of the bed.,True,469,356,scene0576_00,nightstand,1,"['the', 'nightstand', 'on', 'the', 'left', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True
scene0424_00-book-2-39-51,Facing the television this box books will be on the upper right part of the shelf.,True,620,564,scene0424_00,book,39,"['facing', 'the', 'television', 'this', 'box', 'books', 'will', 'be', 'on', 'the', 'upper', 'right', 'part', 'of', 'the', 'shelf']",nr3d,True,True,True,False,False,True
scene0261_00-light-2-28-29,The light is on the left side of the mirror.,True,114,418,scene0261_00,light,28,"['the', 'light', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'mirror']",nr3d,True,True,True,False,False,True
scene0127_00-trash_can-2-12-13,"Standing in the middle of the room looking at the trash cans, it's the can on the right",True,16,555,scene0127_00,trash can,12,"['standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'looking', 'at', 'the', 'trash', 'cans', 'it', 'is', 'the', 'can', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0592_00-table-6-61-32-33-34-59-60,"Facing the doorway, in the quad section of tables, it is the closest one on the right side.",False,648,19,scene0592_00,table,61,"['facing', 'the', 'doorway', 'in', 'the', 'quad', 'section', 'of', 'tables', 'it', 'is', 'the', 'closest', 'one', 'on', 'the', 'right', 'side']",nr3d,True,True,True,False,False,True
scene0590_00-bag-5-38-34-36-37-41,"Facing the bags in a row on the shelf, its on the left, and is longer/wider than the others.",True,353,342,scene0590_00,bag,38,"['facing', 'the', 'bags', 'in', 'a', 'row', 'on', 'the', 'shelf', 'its', 'on', 'the', 'left', 'and', 'is', 'longer', 'wider', 'than', 'the', 'others']",nr3d,True,True,True,False,True,True
scene0484_00-couch-2-3-2,"When facing the checked rug, chose the couch on the left.",True,308,353,scene0484_00,couch,3,"['when', 'facing', 'the', 'checked', 'rug', 'chose', 'the', 'couch', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0400_00-trash_can-2-8-22,"By the HVAC unit to the left hand side of the desk, 2nd trash can behind the chair",True,107,7,scene0400_00,trash can,8,"['by', 'the', 'hvac', 'unit', 'to', 'the', 'left', 'hand', 'side', 'of', 'the', 'desk', 'second', 'trash', 'can', 'behind', 'the', 'chair']",nr3d,True,True,True,False,False,True
scene0394_00-plant-6-0-23-43-60-68-81,large plant to the left of the bed.,True,94,257,scene0394_00,plant,0,"['large', 'plant', 'to', 'the', 'left', 'of', 'the', 'bed']",nr3d,True,True,True,False,True,True
scene0468_00-office_chair-2-26-15,"Facing the window, it is the chair on the right.",True,56,589,scene0468_00,office chair,26,"['facing', 'the', 'window', 'it', 'is', 'the', 'chair', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0569_00-keyboard-2-18-17,the keyboard to the right closest to the door,True,220,321,scene0569_00,keyboard,18,"['the', 'keyboard', 'to', 'the', 'right', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True
scene0528_00-chair-4-3-0-1-2,"If you face all the chairs from the other side of the table, it is the one furthest left.",True,56,596,scene0528_00,chair,3,"['if', 'you', 'face', 'all', 'the', 'chairs', 'from', 'the', 'other', 'side', 'of', 'the', 'table', 'it', 'is', 'the', 'one', 'farthest', 'left']",nr3d,True,True,True,False,False,True
scene0110_00-wardrobe_closet-2-25-3,"Looking towards the open door, there are two wooden wardrobe closets. Select the one on the right side.",True,599,145,scene0110_00,wardrobe closet,25,"['looking', 'towards', 'the', 'open', 'door', 'there', 'are', 'two', 'wooden', 'wardrobe', 'closets', 'select', 'the', 'one', 'on', 'the', 'right', 'side']",nr3d,True,True,True,False,False,True
scene0561_00-door-6-4-3-5-7-8-23,The open door on the right,True,562,650,scene0561_00,door,4,"['the', 'open', 'door', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0254_00-paper_towel_dispenser-2-30-24,If you are using the sinks its the paper towel dispenser on the right,True,596,595,scene0254_00,paper towel dispenser,30,"['if', 'you', 'are', 'using', 'the', 'sinks', 'its', 'the', 'paper', 'towel', 'dispenser', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0323_00-trash_can-2-2-15,The trash can directly to the left of the fridge.,True,66,596,scene0323_00,trash can,2,"['the', 'trash', 'can', 'directly', 'to', 'the', 'left', 'of', 'the', 'fridge']",nr3d,True,True,True,False,False,True
scene0006_00-pillow-6-18-10-11-12-13-17,"When standing in the middle of the room looking at the beds, the correct pillow is on the far left in the corner.",True,411,224,scene0006_00,pillow,18,"['when', 'standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'looking', 'at', 'the', 'beds', 'the', 'correct', 'pillow', 'is', 'on', 'the', 'far', 'left', 'in', 'the', 'corner']",nr3d,True,True,True,False,False,True
scene0505_00-trash_can-2-30-25,"If you are looking at the 2 trashcans, the correct one is on the right",True,215,127,scene0505_00,trash can,30,"['if', 'you', 'are', 'looking', 'at', 'the', 'two', 'trashcans', 'the', 'correct', 'one', 'is', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0197_00-trash_can-3-28-7-8,"The tall trash can on the left, which is closest to the little brown table.",True,324,132,scene0197_00,trash can,28,"['the', 'tall', 'trash', 'can', 'on', 'the', 'left', 'which', 'is', 'closest', 'to', 'the', 'little', 'brown', 'table']",nr3d,True,True,True,True,True,True
scene0505_00-desk-6-5-0-1-4-6-37,"From the entryway, the far right desk in the corner.",True,648,353,scene0505_00,desk,5,"['from', 'the', 'entryway', 'the', 'far', 'right', 'desk', 'in', 'the', 'corner']",nr3d,True,True,True,False,False,True
scene0309_00-table-2-16-15,When standing in the room facing towards the tables the correct one is on the right. There is a person by it.,True,411,188,scene0309_00,table,16,"['when', 'standing', 'in', 'the', 'room', 'facing', 'towards', 'the', 'tables', 'the', 'correct', 'one', 'is', 'on', 'the', 'right', 'there', 'is', 'a', 'person', 'by', 'it']",nr3d,True,True,True,False,False,True
scene0361_00-window-3-8-9-10,"This window is on the left, with a bookshelf extending forward.",True,353,16,scene0361_00,window,8,"['this', 'window', 'is', 'on', 'the', 'left', 'with', 'a', 'bookshelf', 'extending', 'forward']",nr3d,True,True,True,False,False,True
scene0370_00-office_chair-6-3-0-1-2-4-5,"Out of the two chairs side by side, pick the one on the left",True,175,129,scene0370_00,office chair,3,"['out', 'of', 'the', 'two', 'chairs', 'side', 'by', 'side', 'pick', 'the', 'one', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0694_00-pillow-6-29-23-24-28-31-32,"the corner table in the sofas, select the cushion on your left next to that table",True,175,132,scene0694_00,pillow,29,"['the', 'corner', 'table', 'in', 'the', 'sofas', 'select', 'the', 'cushion', 'on', 'your', 'left', 'next', 'to', 'that', 'table']",nr3d,True,True,True,False,False,True
scene0592_00-table-6-61-32-33-34-59-60,four tables in the middle. select the one that faces towards the doors top right,False,175,644,scene0592_00,table,61,"['four', 'tables', 'in', 'the', 'middle', 'select', 'the', 'one', 'that', 'faces', 'towards', 'the', 'doors', 'top', 'right']",nr3d,True,True,True,False,False,True
scene0706_00-box-2-25-26,"This box is on top of a tall cabinet, immediately left of another box. A window is on the side where this box is.",True,353,132,scene0706_00,box,25,"['this', 'box', 'is', 'on', 'top', 'of', 'a', 'tall', 'cabinet', 'immediately', 'left', 'of', 'another', 'box', 'a', 'window', 'is', 'on', 'the', 'side', 'where', 'this', 'box', 'is']",nr3d,True,True,True,False,True,True
scene0177_00-desk-2-21-0,"Facing the window, the desk on the right.",True,564,247,scene0177_00,desk,21,"['facing', 'the', 'window', 'the', 'desk', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0189_00-bench-6-25-1-2-3-4-6,"If you face the red wall with the white rectangles, there are six benches, and you want the left-most one.",True,219,199,scene0189_00,bench,25,"['if', 'you', 'face', 'the', 'red', 'wall', 'with', 'the', 'white', 'rectangles', 'there', 'are', 'six', 'benches', 'and', 'you', 'want', 'the', 'left', 'most', 'one']",nr3d,True,True,True,True,False,True
scene0604_00-chair-2-2-3,Face the couch and walk to the seat on the right next to it.,True,491,562,scene0604_00,chair,2,"['face', 'the', 'couch', 'and', 'walk', 'to', 'the', 'seat', 'on', 'the', 'right', 'next', 'to', 'it']",nr3d,True,True,True,False,False,True
scene0395_00-telephone-2-30-24,The telephone located to the left of a computer monitor.,True,468,260,scene0395_00,telephone,30,"['the', 'telephone', 'located', 'to', 'the', 'left', 'of', 'a', 'computer', 'monitor']",nr3d,True,True,True,False,False,True
scene0600_00-laundry_hamper-2-7-6,the laundry hamper on the right side of the closet.,True,440,384,scene0600_00,laundry hamper,7,"['the', 'laundry', 'hamper', 'on', 'the', 'right', 'side', 'of', 'the', 'closet']",nr3d,True,True,True,False,False,True
scene0336_00-cabinet-3-21-31-46,These cabinets are below the oval shape mirror handing to the left of the door as you walk in the door.,True,263,494,scene0336_00,cabinet,21,"['these', 'cabinets', 'are', 'below', 'the', 'oval', 'shape', 'mirror', 'handing', 'to', 'the', 'left', 'of', 'the', 'door', 'as', 'you', 'walk', 'in', 'the', 'door']",nr3d,True,True,True,False,True,True
scene0147_00-pillow-5-3-1-2-21-26,"The single pillow on the left hand side of the bed, if you are standing at the foot of the bed",True,47,310,scene0147_00,pillow,3,"['the', 'single', 'pillow', 'on', 'the', 'left', 'hand', 'side', 'of', 'the', 'bed', 'if', 'you', 'are', 'standing', 'at', 'the', 'foot', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True
scene0640_00-kitchen_cabinet-6-17-8-9-15-16-18,"Facing the oven, select the kitchen cabinet directly to the left of the oven.",True,254,85,scene0640_00,kitchen cabinet,17,"['facing', 'the', 'oven', 'select', 'the', 'kitchen', 'cabinet', 'directly', 'to', 'the', 'left', 'of', 'the', 'oven']",nr3d,True,True,True,False,False,True
scene0436_00-trash_can-6-1-0-2-3-11-23,the can to the left of the other machine,True,98,127,scene0436_00,trash can,1,"['the', 'can', 'to', 'the', 'left', 'of', 'the', 'other', 'machine']",nr3d,True,True,True,False,False,True
scene0576_00-book-2-18-19,"Looking at the bed head on, the book on the left below the smaller picture.",False,329,199,scene0576_00,book,18,"['looking', 'at', 'the', 'bed', 'head', 'on', 'the', 'book', 'on', 'the', 'left', 'below', 'the', 'smaller', 'picture']",nr3d,True,True,True,False,True,True
scene0383_00-shelf-3-5-21-24,a shelf to the right of the copier containing some office items,True,511,209,scene0383_00,shelf,5,"['a', 'shelf', 'to', 'the', 'right', 'of', 'the', 'copier', 'containing', 'some', 'office', 'items']",nr3d,True,True,True,False,False,True
scene0521_00-towel-2-45-44,"The small, rainbow towel on the right.",True,322,648,scene0521_00,towel,45,"['the', 'small', 'rainbow', 'towel', 'on', 'the', 'right']",nr3d,True,True,True,False,True,True
scene0141_00-books-2-42-36,The books right in front of the blue exercise ball,False,694,190,scene0141_00,books,42,"['the', 'books', 'right', 'in', 'front', 'of', 'the', 'blue', 'exercise', 'ball']",nr3d,True,True,True,True,False,True
scene0480_00-cabinet-2-16-20,"if standing in front of the love seat, the cabinet is to the left, is floor-standing, and has a shade.",True,327,132,scene0480_00,cabinet,16,"['if', 'standing', 'in', 'front', 'of', 'the', 'love', 'seat', 'the', 'cabinet', 'is', 'to', 'the', 'left', 'is', 'floor', 'standing', 'and', 'has', 'a', 'shade']",nr3d,True,True,True,True,False,True
scene0124_00-light-2-16-15,"Facing the sink, the light to the right.",True,564,85,scene0124_00,light,16,"['facing', 'the', 'sink', 'the', 'light', 'to', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0467_00-pillow-3-21-5-20,The black pillow on the right of the couch.,True,505,226,scene0467_00,pillow,21,"['the', 'black', 'pillow', 'on', 'the', 'right', 'of', 'the', 'couch']",nr3d,True,True,True,True,False,True
scene0339_00-armchair-3-4-3-5,"facing the 2 single armchairs, its the chair to the right",True,220,315,scene0339_00,armchair,4,"['facing', 'the', 'two', 'single', 'armchairs', 'its', 'the', 'chair', 'to', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0392_00-window-2-15-14,"When facing the windows, the one on the left",True,717,132,scene0392_00,window,15,"['when', 'facing', 'the', 'windows', 'the', 'one', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0201_00-stool-2-26-4,When facing the brown couch this stool is on the left,True,85,108,scene0201_00,stool,26,"['when', 'facing', 'the', 'brown', 'couch', 'this', 'stool', 'is', 'on', 'the', 'left']",nr3d,True,True,True,True,False,True
scene0220_00-kitchen_cabinet-5-31-23-24-33-35,Facing the stove the kitchen cabinet in the upper left corner.,False,564,309,scene0220_00,kitchen cabinet,31,"['facing', 'the', 'stove', 'the', 'kitchen', 'cabinet', 'in', 'the', 'upper', 'left', 'corner']",nr3d,True,True,True,False,False,True
scene0698_00-nightstand-2-10-9,"facing the bed, nightstand on the right",True,534,230,scene0698_00,nightstand,10,"['facing', 'the', 'bed', 'nightstand', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0398_00-dresser-2-4-3,"Facing the door, this dresser is under the bed on the right.",True,672,29,scene0398_00,dresser,4,"['facing', 'the', 'door', 'this', 'dresser', 'is', 'under', 'the', 'bed', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0137_00-door-4-34-29-30-31,"A door to the left of and in front of a brown armchair, on the other side of a black object.",False,598,401,scene0137_00,door,34,"['a', 'door', 'to', 'the', 'left', 'of', 'and', 'in', 'front', 'of', 'a', 'brown', 'armchair', 'on', 'the', 'other', 'side', 'of', 'a', 'black', 'object']",nr3d,True,True,True,True,False,True
scene0350_00-paper_towel_dispenser-2-23-7,The left paper dispenser near sink,True,562,132,scene0350_00,paper towel dispenser,23,"['the', 'left', 'paper', 'dispenser', 'near', 'sink']",nr3d,True,True,True,False,False,True
scene0000_00-stool-4-29-28-30-31,"the second stool, from left to right",False,220,444,scene0000_00,stool,29,"['the', 'second', 'stool', 'from', 'left', 'to', 'right']",nr3d,True,True,True,False,False,True
scene0503_00-couch-2-1-0,"if the plant at the end of the sofas is at the bottom, its the sofa on the left...not facing the white board",True,702,375,scene0503_00,couch,1,"['if', 'the', 'plant', 'at', 'the', 'end', 'of', 'the', 'sofas', 'is', 'at', 'the', 'bottom', 'its', 'the', 'sofa', 'on', 'the', 'left', 'not', 'facing', 'the', 'white', 'board']",nr3d,True,True,True,True,False,True
scene0350_00-paper_towel_dispenser-2-7-23,"Facing the dispensers, the dispenser on the right.",True,564,585,scene0350_00,paper towel dispenser,7,"['facing', 'the', 'dispensers', 'the', 'dispenser', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True
scene0592_00-chair-6-18-16-19-20-31-62,The chair in the left hand corner of the room,True,570,360,scene0592_00,chair,18,"['the', 'chair', 'in', 'the', 'left', 'hand', 'corner', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True
scene0619_00-shelf-2-9-4,"When looking at the shelves, it's the shorter shelf, to the left.",True,322,132,scene0619_00,shelf,9,"['when', 'looking', 'at', 'the', 'shelves', 'it', 'is', 'the', 'shorter', 'shelf', 'to', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0319_00-coffee_table-4-12-9-10-11,When facing the couches with the pillows it is the table furthest to the left.,True,506,534,scene0319_00,coffee table,12,"['when', 'facing', 'the', 'couches', 'with', 'the', 'pillows', 'it', 'is', 'the', 'table', 'farthest', 'to', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0547_00-desk-2-0-52,"Facing the window, the desk on the left.",True,192,579,scene0547_00,desk,0,"['facing', 'the', 'window', 'the', 'desk', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True
scene0698_00-lamp-3-16-17-22,the lamp on the right side of the bed.,True,469,371,scene0698_00,lamp,16,"['the', 'lamp', 'on', 'the', 'right', 'side', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True
scene0238_00-box-4-36-8-34-39,Select the righthand box that's closest to the door.,False,471,318,scene0238_00,box,36,"['select', 'the', 'righthand', 'box', 'that', 'is', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True
